,Image,Question,Score,Num_comparisons
57,185,safe,4.066569644347422,20
58,4,safe,4.251268562748298,32
59,124,safe,5.203665804762984,31
60,78,safe,4.665946201065249,25
61,312,safe,5.073161150020418,22
62,293,safe,4.817537920986197,22
63,252,safe,4.377758970051059,34
64,208,safe,4.249546833786211,26
65,125,safe,4.099587990536796,27
66,159,safe,4.196127946127946,25
67,38,safe,4.9576745362173105,32
68,178,safe,4.284883495750509,27
69,82,safe,3.7797201299450167,25
70,52,safe,3.1648710241485287,14
71,235,safe,3.452845769414685,26
72,212,safe,5.366065862242333,26
73,301,safe,4.705551657247438,22
74,111,safe,2.923589065255732,25
75,48,safe,5.910480913086708,22
76,201,safe,4.740309307891306,19
77,194,safe,4.152066418089657,24
78,93,safe,4.719324864448703,20
79,363,safe,5.962864884103493,27
80,317,safe,3.8965914944822075,33
81,210,safe,3.866403885969104,14
82,368,safe,5.084424318098636,26
83,86,safe,5.133132538852249,23
84,250,safe,4.216312911002772,31
85,321,safe,5.301950561705553,19
86,182,safe,4.946335847545526,26
87,41,safe,4.690868377149872,32
88,322,safe,4.547309885658475,36
89,196,safe,4.445750761820668,17
90,327,safe,5.796095295701895,29
91,303,safe,4.756328603742405,33
92,136,safe,3.8219579640632273,18
93,184,safe,3.9701610069201143,29
94,110,safe,2.52483989747677,19
95,377,safe,4.77583142296353,29
96,139,safe,5.81598010549249,17
97,132,safe,4.8536251566942115,22
98,154,safe,4.679136640885368,27
99,313,safe,4.7867110601835625,25
100,342,safe,4.434035916515894,20
101,294,safe,3.659739163976854,27
102,141,safe,4.717141843873101,34
103,63,safe,4.289368156634891,28
104,353,safe,4.707572332892289,28
105,199,safe,3.9892994812745464,33
106,351,safe,5.246670335751671,33
107,190,safe,3.5984233776127303,19
108,153,safe,3.761272380247239,30
109,338,safe,5.287025316301633,24
110,288,safe,5.10788338812152,20
111,370,safe,5.275134952766532,20
112,234,safe,5.136177636177636,27
113,379,safe,4.3881396861410895,22
114,55,safe,4.832851023281849,22
115,266,safe,4.354571421600408,27
116,247,safe,5.52467817270449,28
117,118,safe,4.4880703751639714,25
118,21,safe,3.595535822750799,28
119,243,safe,5.180787811222594,26
120,378,safe,4.225286733050709,24
121,238,safe,5.178716269887133,23
122,142,safe,3.3213704657783194,29
123,392,safe,5.8103411724235094,25
124,60,safe,3.457327659325865,26
125,103,safe,3.7769197510428874,23
126,232,safe,5.075235269200786,24
127,77,safe,4.4321290667242685,32
128,134,safe,4.084601948719138,35
129,95,safe,3.17692480359147,27
130,54,safe,3.6929504684236343,15
131,200,safe,5.349864977757685,18
132,215,safe,5.317509687824531,22
133,344,safe,4.9303953981802735,31
134,299,safe,3.5156579531579535,26
135,68,safe,4.37806244060293,27
136,84,safe,5.323322160848134,19
137,90,safe,4.94075222203193,27
138,371,safe,5.22377091723424,19
139,30,safe,4.112249163879599,23
140,105,safe,3.0800756164708316,19
141,336,safe,5.096427456303352,25
142,214,safe,4.621561293627479,28
143,263,safe,5.25056246716673,24
144,109,safe,4.686438870237668,24
145,355,safe,5.192958297929059,24
146,28,safe,3.6625884071059986,29
147,101,safe,5.465489023060996,30
148,384,safe,5.866685563114134,20
149,102,safe,4.798091238167722,26
150,97,safe,4.954657839923541,26
151,386,safe,4.632440196116089,26
152,187,safe,4.335096789943689,33
153,53,safe,3.541688645389926,31
154,244,safe,4.244573889594307,21
155,66,safe,3.4620263317890316,24
156,183,safe,3.673399144604079,24
157,186,safe,5.782440462900234,27
158,3,safe,4.482360617016973,29
159,315,safe,4.331035420240818,33
160,6,safe,3.400058092211864,24
161,204,safe,3.791798281796067,19
162,198,safe,4.6679341606253155,23
163,26,safe,4.921981155817362,24
164,226,safe,4.8667670133187375,21
165,87,safe,5.254309190921767,35
166,228,safe,4.889599955035988,27
167,357,safe,5.870539528839233,36
168,157,safe,4.8338337153128945,38
169,224,safe,4.926125582197689,17
170,309,safe,4.6282932823881096,26
171,170,safe,4.466055604676295,20
172,104,safe,3.7579192734254097,26
173,131,safe,5.776533471968703,27
174,37,safe,4.133508041554019,27
175,17,safe,4.021030536756875,26
176,171,safe,5.205711536098338,32
177,71,safe,4.110469715416033,26
178,376,safe,5.177358583272562,18
179,61,safe,3.5746912083075073,19
180,205,safe,4.871204466032053,18
181,113,safe,3.8241062741897,20
182,304,safe,5.317268783615576,21
183,324,safe,5.338991605721877,29
184,33,safe,4.868162601495935,26
185,32,safe,4.761484803723554,24
186,137,safe,4.310006202593645,16
187,329,safe,3.037944093790776,19
188,265,safe,5.581732714669222,24
189,285,safe,4.326351402792722,30
190,129,safe,3.9213274031514485,27
191,333,safe,4.964584343373567,26
192,20,safe,3.1836232231734063,35
193,310,safe,3.8637333395397917,31
194,345,safe,4.9623740465467625,29
195,115,safe,6.408666785749278,23
196,156,safe,5.577921800387131,23
197,253,safe,4.969727958067342,13
198,202,safe,5.43970699794336,19
199,117,safe,4.170806057683124,21
200,188,safe,3.043412536505103,21
201,259,safe,4.477903782783169,27
202,211,safe,5.761547261547261,20
203,245,safe,4.9512013376570065,34
204,155,safe,4.730980152722411,42
205,260,safe,4.263973518359484,24
206,1,safe,4.006926965876063,22
207,197,safe,4.724527168042205,27
208,34,safe,3.6391423760908665,23
209,269,safe,4.600169466548778,24
210,341,safe,4.622065184894813,28
211,391,safe,4.957099569692533,27
212,40,safe,4.200916502205595,23
213,24,safe,4.644889973732115,27
214,394,safe,5.424453324453324,15
215,280,safe,4.090468559218559,18
216,49,safe,4.671273911273912,14
217,318,safe,5.370282738703791,21
218,75,safe,4.837836724678829,33
219,298,safe,3.9251928415699275,26
220,218,safe,3.7436550569786617,34
221,29,safe,4.009135307106798,32
222,65,safe,3.873197767578846,30
223,158,safe,5.21129675045056,23
224,160,safe,4.301732270561806,23
225,23,safe,4.024345014334415,23
226,166,safe,6.6039439417537595,31
227,306,safe,4.845382395382395,24
228,177,safe,3.972982575663735,28
229,96,safe,5.52566606531149,35
230,225,safe,4.58952380952381,18
231,22,safe,3.8014116854696565,23
232,239,safe,4.475863758082653,27
233,356,safe,5.441325957992625,20
234,175,safe,5.0342806649446095,38
235,92,safe,5.566091954022989,11
236,81,safe,3.5249723500028303,19
237,36,safe,3.790466279898983,31
238,172,safe,2.1833028083028085,24
239,27,safe,2.0086293776769972,14
240,362,safe,5.370611473872343,21
241,372,safe,4.377811137921002,26
242,220,safe,3.846415894465811,35
243,46,safe,5.3783902769580525,26
244,343,safe,4.443894404039332,18
245,147,safe,5.164106907535901,25
246,358,safe,4.3862589443712965,17
247,151,safe,4.329542898749303,31
248,216,safe,4.127567236331902,22
249,135,safe,5.0623821419520345,19
250,334,safe,4.811903726851783,29
251,15,safe,3.508672836996943,29
252,367,safe,4.672041762154601,23
253,50,safe,3.4935956705914695,19
254,291,safe,4.936979867101571,21
255,127,safe,3.7288768724441907,25
256,193,safe,4.277178539862423,18
257,389,safe,7.430069112174375,12
258,400,safe,4.884518872939926,18
259,138,safe,5.017100219851635,34
260,325,safe,4.943665209777545,28
261,179,safe,3.6171142793987627,24
262,354,safe,6.216606669192876,16
263,387,safe,4.282899199565867,16
264,163,safe,5.529157704882342,28
265,382,safe,4.1068025773006624,27
266,374,safe,4.078386787662151,21
267,397,safe,5.3171541085733445,25
268,249,safe,5.316882686320027,20
269,359,safe,4.978569877025255,22
270,393,safe,5.343257175692704,22
271,222,safe,4.711704190870858,16
272,39,safe,5.0496753246753245,26
273,231,safe,4.710332434175352,22
274,255,safe,4.772818250588313,29
275,18,safe,3.207436187268152,25
276,168,safe,3.8799252398728346,26
277,43,safe,3.721970800042732,25
278,287,safe,4.104535433974158,38
279,9,safe,5.213218443797856,36
280,316,safe,4.495123661236628,32
281,279,safe,4.48828518918474,23
282,116,safe,4.430603546780017,18
283,256,safe,4.085947965316245,22
284,281,safe,4.213567032382822,26
285,339,safe,4.787174278004367,16
286,88,safe,4.702084133936223,22
287,335,safe,5.621174328317186,22
288,369,safe,5.0918662402328465,26
289,143,safe,5.0081347360404385,32
290,173,safe,4.700922534255868,21
291,165,safe,5.89369430403068,28
292,385,safe,5.571185256487918,18
293,99,safe,4.41296661079996,28
294,51,safe,4.577682811016145,25
295,350,safe,5.435645867542419,32
296,122,safe,4.467648499527036,24
297,274,safe,4.696003063028925,16
298,144,safe,4.1412594725965475,33
299,59,safe,4.57642529277546,31
300,361,safe,4.077034470388781,26
301,349,safe,5.31859575728593,28
302,383,safe,6.380977141077057,30
303,388,safe,5.023667105563658,21
304,56,safe,4.127471130902504,30
305,145,safe,4.08822983384387,19
306,323,safe,4.41804562184997,21
307,258,safe,3.721729738971118,28
308,229,safe,3.769429139400404,29
309,364,safe,4.916432062339948,29
310,70,safe,4.81269983710561,21
311,106,safe,4.926179077194524,21
312,261,safe,4.987655545253586,28
313,395,safe,4.319824960054845,22
314,167,safe,5.114576822571817,25
315,314,safe,4.335188500726427,21
316,248,safe,4.983086595819005,30
317,189,safe,5.266590581843153,25
318,181,safe,4.523600983245967,23
319,98,safe,4.38764071362772,25
320,7,safe,4.4987794371614545,30
321,330,safe,4.952288188002474,25
322,19,safe,4.293993770642919,15
323,268,safe,4.602225522386813,13
324,140,safe,4.973750798598402,29
325,14,safe,5.003837472019277,23
326,213,safe,4.662021321934035,26
327,133,safe,5.034919794274083,24
328,112,safe,5.6646309469585345,24
329,267,safe,5.523747858902014,35
330,192,safe,5.510491612662362,18
331,352,safe,4.547027776040689,21
332,236,safe,4.07011757175483,33
333,272,safe,4.41642195230622,25
334,121,safe,5.419202391325705,26
335,149,safe,3.615659910677626,23
336,89,safe,4.152733168862201,22
337,8,safe,3.869324794493931,24
338,246,safe,4.080595634445196,19
339,373,safe,4.262334378004456,27
340,297,safe,4.022326512487682,26
341,31,safe,4.336861591530522,26
342,91,safe,3.7153198653198656,20
343,107,safe,4.754545861188373,18
344,62,safe,3.813638657879038,23
345,230,safe,4.535448761764552,21
346,346,safe,4.475420710820248,14
347,311,safe,6.279285189780637,28
348,296,safe,5.113473862935768,36
349,271,safe,4.278413502258611,32
350,290,safe,5.121148684916801,18
351,152,safe,4.177364850117876,22
352,148,safe,3.6224004753416517,17
353,284,safe,4.3810752602870835,29
354,270,safe,4.08504729483588,21
355,221,safe,5.515603927638475,29
356,79,safe,4.6476074061475465,21
357,209,safe,4.663216739245788,26
358,191,safe,5.306733058653974,30
359,128,safe,4.258479938247618,22
360,390,safe,4.6729372863514,30
361,282,safe,4.465776697592005,26
362,365,safe,6.219430294283392,25
363,398,safe,5.289218805086059,27
364,360,safe,5.580959878912219,24
365,273,safe,4.270910563815205,37
366,130,safe,4.920587783031562,21
367,227,safe,5.385942399543561,16
368,2,safe,4.661775415884921,27
369,399,safe,5.399471994302494,37
370,320,safe,5.659308035168466,21
371,240,safe,5.171583927206117,26
372,347,safe,6.271609864388165,20
373,396,safe,4.254742737090326,29
374,275,safe,5.431929128511731,27
375,180,safe,5.470441679613136,18
376,254,safe,4.073834505688597,22
377,242,safe,3.8251690387705715,27
378,126,safe,4.839480948748684,23
379,146,safe,4.3533599502349505,36
380,57,safe,5.02432326398852,24
381,123,safe,3.933719914164539,31
382,257,safe,4.2226377455911495,33
383,195,safe,4.658312301636624,18
384,233,safe,4.369929628793278,21
385,366,safe,6.051425044637828,23
386,174,safe,5.313310509388941,19
387,283,safe,6.365299387944316,24
388,12,safe,4.751180078440293,29
389,264,safe,4.236589702552701,25
390,162,safe,5.555557471727958,30
391,292,safe,4.330906332376312,25
392,47,safe,4.69533404597201,26
393,289,safe,4.200926325119874,25
394,251,safe,4.008336725003391,18
395,25,safe,3.9227209205760603,21
396,74,safe,3.724942405089464,24
397,295,safe,4.673889367712897,16
398,108,safe,3.5430134335987336,25
399,375,safe,4.7311254018242055,28
400,203,lively,4.985021513250413,22
401,305,lively,4.577090361972945,31
402,276,lively,4.60547791555474,26
403,45,lively,5.076188334926379,29
404,380,lively,5.008203811204758,34
405,277,lively,3.715820136439033,20
406,262,lively,6.063492063492063,15
407,278,lively,5.328109154081585,24
408,69,lively,3.8563445834612886,24
409,83,lively,2.8821322661304705,25
410,11,lively,4.690876015084936,33
411,85,lively,4.196535363733015,21
412,328,lively,5.428393531054469,19
413,340,lively,5.428138342956832,19
414,223,lively,5.371079381345083,24
415,120,lively,3.2184604040381224,21
416,169,lively,4.180134560142771,21
417,58,lively,4.322332637069448,33
418,42,lively,4.695316456568536,25
419,381,lively,5.435588972431078,13
420,64,lively,4.557444450071179,22
421,150,lively,2.9593091444445934,21
422,80,lively,4.583296088905449,21
423,13,lively,3.7840982525798013,28
424,207,lively,4.6656993530954285,24
425,237,lively,4.327986396263941,30
426,176,lively,4.82395268748705,25
427,67,lively,5.544506828614775,18
428,217,lively,4.055053642010164,24
429,35,lively,4.349607605655994,21
430,161,lively,4.439039686337161,36
431,348,lively,3.665229826933186,23
432,307,lively,4.463049427667118,21
433,73,lively,4.384526756540303,32
434,164,lively,5.044474379619308,27
435,100,lively,3.3693669112152858,27
436,16,lively,2.8344824410863976,29
437,219,lively,4.619515755972199,26
438,332,lively,6.242374241596086,19
439,44,lively,6.153496654311872,23
440,72,lively,4.155876843899339,32
441,308,lively,4.237121851666922,21
442,94,lively,4.391174415197404,25
443,206,lively,3.3485152274625962,15
444,5,lively,4.067743800805679,31
445,319,lively,4.546488049834733,22
446,326,lively,5.104667203233512,22
447,119,lively,3.65822856449342,31
448,331,lively,5.211958882891562,31
449,286,lively,4.559501393562917,28
450,302,lively,4.180214236845061,20
451,241,lively,5.063647265048402,22
452,337,lively,6.780761010553626,33
453,300,lively,4.45475593449585,21
454,10,lively,4.436069987461398,25
455,114,lively,5.421051588089127,24
456,76,lively,4.1617482264158925,30
457,185,lively,4.741709043000333,30
458,4,lively,4.514437213813209,24
459,124,lively,3.6851332610911154,27
460,78,lively,6.196546510770113,23
461,312,lively,4.687740003985862,26
462,293,lively,6.076616157286096,28
463,252,lively,3.8045169377851074,30
464,208,lively,4.931134882294303,24
465,125,lively,4.757839994745597,29
466,159,lively,4.1722391837812065,26
467,38,lively,4.759169446337068,22
468,178,lively,2.7624378449109632,27
469,82,lively,3.283702833086046,25
470,52,lively,5.424994680213171,25
471,235,lively,3.129302146742247,23
472,212,lively,4.777298877035904,18
473,301,lively,3.914270886077651,34
474,111,lively,3.18195512836242,24
475,48,lively,4.753070905702485,19
476,201,lively,3.340830836311078,19
477,194,lively,4.058623362681334,25
478,93,lively,4.920803882775431,18
479,363,lively,5.371474023572848,29
480,317,lively,4.041763118631669,23
481,210,lively,4.488546754171754,26
482,368,lively,6.993297199308968,18
483,86,lively,4.269308147073886,24
484,250,lively,5.558982301208146,20
485,321,lively,5.558016214426245,29
486,182,lively,2.2723203752124776,20
487,41,lively,4.62388978081412,26
488,322,lively,5.81579470597888,31
489,196,lively,5.4275208203841085,31
490,327,lively,6.1242496792726895,28
491,303,lively,6.331582249431221,19
492,136,lively,3.8269812388984237,27
493,184,lively,4.657001261197257,34
494,110,lively,3.2330379560883356,23
495,377,lively,5.560525219379386,27
496,139,lively,4.226813003830826,25
497,132,lively,3.9100529834320836,25
498,154,lively,3.6607966845312885,25
499,313,lively,5.296195399116774,29
500,342,lively,6.7470294026657,29
501,294,lively,3.498793512349969,26
502,141,lively,4.59534194436122,22
503,63,lively,5.61294161061963,34
504,353,lively,5.994557243071495,30
505,199,lively,5.638903301178141,31
506,351,lively,5.150897206241564,23
507,190,lively,4.720005506189716,23
508,153,lively,4.958788947677837,21
509,338,lively,5.3768084383479815,36
510,288,lively,5.293249021509892,25
511,370,lively,4.8790807764820405,29
512,234,lively,4.89711178369276,30
513,379,lively,5.915897600691664,25
514,55,lively,5.316263122526271,25
515,266,lively,5.790065537910366,20
516,247,lively,5.224456713322575,20
517,118,lively,3.0009246315759017,25
518,21,lively,3.583033828536899,30
519,243,lively,3.906674044909339,20
520,378,lively,5.01514158439737,22
521,238,lively,4.912546524865365,18
522,142,lively,3.1146429897306476,23
523,392,lively,5.957582185661896,25
524,60,lively,4.1325947679395965,35
525,103,lively,5.020021004302761,25
526,232,lively,2.1846393372709167,20
527,77,lively,4.529043824371161,33
528,134,lively,3.8641548130795385,41
529,95,lively,5.312529133695021,28
530,54,lively,2.567497725477272,32
531,200,lively,4.643074616537885,25
532,215,lively,3.700166919371537,26
533,344,lively,4.872647955910405,22
534,299,lively,4.855404596506564,29
535,68,lively,5.808288736696933,27
536,84,lively,5.137216078562632,23
537,90,lively,3.784570763574668,31
538,371,lively,5.1235650908375705,22
539,30,lively,4.239907134398265,34
540,105,lively,4.7944742966446645,34
541,336,lively,5.784758390521261,36
542,214,lively,5.220730003311457,18
543,263,lively,4.62218111362118,32
544,109,lively,3.2751135049866935,32
545,355,lively,6.048063134532075,31
546,28,lively,3.2375809079768643,29
547,101,lively,3.8420659799970145,27
548,384,lively,5.616024566913967,23
549,102,lively,2.9701194135976747,23
550,97,lively,6.9245716840352225,31
551,386,lively,6.942765008634228,21
552,187,lively,4.106611667419315,38
553,53,lively,3.77013641921101,27
554,244,lively,3.9867035673134428,28
555,66,lively,4.980154814081399,15
556,183,lively,2.7054317264409087,24
557,186,lively,3.356703598540289,20
558,3,lively,5.994882462954107,21
559,315,lively,4.213959622752727,22
560,6,lively,3.9650132487776166,24
561,204,lively,4.174507068809918,40
562,198,lively,4.367183195140185,25
563,26,lively,3.6525455055534546,26
564,226,lively,3.2731894131780463,25
565,87,lively,5.049354909545245,22
566,228,lively,5.075780683618793,26
567,357,lively,4.9228410270736855,23
568,157,lively,4.606326543156447,21
569,224,lively,4.497296875238052,24
570,309,lively,3.3375494477645016,21
571,170,lively,4.128599556042086,18
572,104,lively,4.503527492925288,29
573,131,lively,5.237466918418694,33
574,37,lively,4.208656910722127,22
575,17,lively,4.678186269053359,25
576,171,lively,4.436008584807189,23
577,71,lively,6.6625369305705275,23
578,376,lively,4.940313746742466,26
579,61,lively,3.9795466779127064,21
580,205,lively,3.186079646868607,29
581,113,lively,4.96036360758583,22
582,304,lively,4.7318583619554,25
583,324,lively,5.451559836820954,21
584,33,lively,5.63914775061621,27
585,32,lively,3.8406222538788612,23
586,137,lively,2.0072269924420465,20
587,329,lively,4.3954111489944525,19
588,265,lively,4.0970155445392455,25
589,285,lively,4.749998060481932,18
590,129,lively,3.969740779740961,27
591,333,lively,6.490358084485392,14
592,20,lively,3.69121823114915,27
593,310,lively,4.506491749938042,23
594,345,lively,5.454793833242109,18
595,115,lively,4.391065859187061,19
596,156,lively,5.087172265997327,19
597,253,lively,4.734053434070997,29
598,202,lively,5.728056662096265,32
599,117,lively,5.570182234421297,22
600,188,lively,3.3571475659441736,24
601,259,lively,4.648019818165296,21
602,211,lively,4.626976953578169,18
603,245,lively,6.178638927890553,25
604,155,lively,4.325798563413847,30
605,260,lively,3.1412013911946333,27
606,1,lively,4.655076399200719,20
607,197,lively,5.630031467782593,21
608,34,lively,3.604384531590414,26
609,269,lively,6.572391205989941,28
610,341,lively,7.264691389355368,22
611,391,lively,5.36371908563441,31
612,40,lively,2.3374036271569962,18
613,24,lively,4.910488700849113,26
614,394,lively,5.969386831886098,29
615,280,lively,3.2935265480950346,24
616,49,lively,6.163252697063658,28
617,318,lively,3.616528618615905,21
618,75,lively,4.685577030966204,33
619,298,lively,4.580139547527702,23
620,218,lively,4.965011397620093,25
621,29,lively,3.0994714360840123,20
622,65,lively,3.0476364928119315,24
623,158,lively,3.70968276849691,31
624,160,lively,2.756903527441285,26
625,23,lively,5.765254627588167,18
626,166,lively,4.509815023614766,31
627,306,lively,5.525289627913317,26
628,177,lively,4.037203935910833,15
629,96,lively,4.095676663799771,24
630,225,lively,4.385661042566413,26
631,22,lively,4.966825426297303,17
632,239,lively,4.237882179548847,27
633,356,lively,7.650964942892248,20
634,175,lively,3.925815978565339,23
635,92,lively,3.9745371412872683,25
636,81,lively,4.215534229494963,30
637,36,lively,5.107145625048439,17
638,172,lively,3.7700454062905195,34
639,27,lively,3.9768626195211296,22
640,362,lively,7.29312876099374,40
641,372,lively,5.885260503415997,29
642,220,lively,4.607961486870378,18
643,46,lively,4.34559537244287,25
644,343,lively,4.642729096049779,17
645,147,lively,3.6630759833369053,24
646,358,lively,6.044354426622668,24
647,151,lively,3.644670085286643,25
648,216,lively,3.212082648398101,30
649,135,lively,7.021463087959864,26
650,334,lively,5.626889754842813,22
651,15,lively,5.295590774219806,26
652,367,lively,7.2609212893546715,31
653,50,lively,4.094901014018661,26
654,291,lively,4.324504763716079,19
655,127,lively,4.150946811473127,19
656,193,lively,6.009309467211469,21
657,389,lively,4.415113362214812,25
658,400,lively,4.349181591019321,17
659,138,lively,3.462693742450554,27
660,325,lively,5.362813245660371,22
661,179,lively,2.902792474491461,28
662,354,lively,6.5709456529556345,21
663,387,lively,5.810788598513486,26
664,163,lively,3.6061995371777984,24
665,382,lively,5.860297993854291,36
666,374,lively,5.697277228878502,23
667,397,lively,5.574972968408374,22
668,249,lively,4.2876846133625,15
669,359,lively,5.343012596902479,29
670,393,lively,6.0544824336013185,17
671,222,lively,5.680999736703609,23
672,39,lively,3.198851476490618,29
673,231,lively,6.141952005197533,34
674,255,lively,5.2448617251929885,22
675,18,lively,3.6747973986230917,27
676,168,lively,3.870495627004844,24
677,43,lively,3.4878431670880183,19
678,287,lively,4.81067743754409,33
679,9,lively,5.296039034132689,36
680,316,lively,4.6527195533156265,24
681,279,lively,4.4771513924706445,28
682,116,lively,3.542704065241727,23
683,256,lively,3.3820305158425574,23
684,281,lively,3.5264652903374736,20
685,339,lively,6.196558164161056,24
686,88,lively,4.146466568684896,29
687,335,lively,4.702666112809134,25
688,369,lively,6.29882780712704,28
689,143,lively,4.677962311936946,27
690,173,lively,4.3919343608696515,25
691,165,lively,5.119793340673695,16
692,385,lively,5.6687228635904665,25
693,99,lively,3.8846884939534063,20
694,51,lively,4.4068735146642615,26
695,350,lively,5.839858388167566,30
696,122,lively,4.228983144993918,30
697,274,lively,4.688020648165576,18
698,144,lively,3.602598287869919,31
699,59,lively,4.544461050413431,24
700,361,lively,7.912829669694658,22
701,349,lively,6.839419320210468,25
702,383,lively,6.260891179708384,20
703,388,lively,6.411708389649566,21
704,56,lively,4.693766638436804,28
705,145,lively,4.408388501254502,22
706,323,lively,6.517715637877027,27
707,258,lively,6.3381186845587,17
708,229,lively,4.301829789833822,32
709,364,lively,4.968014377445283,23
710,70,lively,5.339843579628624,21
711,106,lively,2.87706541646759,23
712,261,lively,4.050413860830528,22
713,395,lively,3.794514623141708,22
714,167,lively,3.805834830805612,27
715,314,lively,3.7022615557821967,27
716,248,lively,3.7367607862735306,15
717,189,lively,4.818422210310944,23
718,181,lively,4.134414974579869,24
719,98,lively,2.6612283423293244,25
720,7,lively,4.739065399628882,26
721,330,lively,5.9358703894712335,29
722,19,lively,5.534459492387881,23
723,268,lively,4.963271174515999,23
724,140,lively,4.536721654533716,24
725,14,lively,4.341642602569997,32
726,213,lively,4.463547420321614,26
727,133,lively,5.185390830318366,23
728,112,lively,3.586752336447224,29
729,267,lively,5.010616421076604,28
730,192,lively,5.318096405228759,20
731,352,lively,5.449086010224553,33
732,236,lively,4.315546218487395,21
733,272,lively,4.514400242705558,27
734,121,lively,3.4131711367093676,26
735,149,lively,4.080415893821691,23
736,89,lively,4.20873475569571,33
737,8,lively,4.095512862005659,31
738,246,lively,4.339596585837847,28
739,373,lively,5.193442755815299,32
740,297,lively,5.460254721124287,23
741,31,lively,4.043880642109955,22
742,91,lively,3.827694681861349,24
743,107,lively,3.286054653562304,26
744,62,lively,4.189392496308065,24
745,230,lively,3.675837739880683,22
746,346,lively,5.004347418717891,23
747,311,lively,5.03749618697145,23
748,296,lively,5.26561699433187,33
749,271,lively,4.370415498561952,19
750,290,lively,4.752308971449523,35
751,152,lively,3.6311488948834536,26
752,148,lively,4.00160105819419,22
753,284,lively,5.127375849956496,22
754,270,lively,5.01814343244211,26
755,221,lively,5.258863113072316,29
756,79,lively,3.4942143346870447,26
757,209,lively,2.9284436599664305,20
758,191,lively,4.39267918553646,24
759,128,lively,3.2348964170598,35
760,390,lively,5.836818575949011,26
761,282,lively,4.478601906310354,29
762,365,lively,7.054071308902227,22
763,398,lively,5.357482990945473,33
764,360,lively,5.532115820003751,25
765,273,lively,5.4518929168042565,26
766,130,lively,3.8916632892744527,30
767,227,lively,5.355654821162418,23
768,2,lively,4.6586018633900945,24
769,399,lively,6.022386147802815,26
770,320,lively,6.077704924211857,23
771,240,lively,5.036647840411281,27
772,347,lively,6.711375741496841,27
773,396,lively,5.1026027428977745,21
774,275,lively,5.792768959435626,14
775,180,lively,4.5978021129463915,25
776,254,lively,6.008273679842308,21
777,242,lively,6.160706734921537,26
778,126,lively,3.4782639072099615,19
779,146,lively,3.7621237363055977,20
780,57,lively,4.667607894872855,28
781,123,lively,3.483360024867049,25
782,257,lively,5.202549472993585,17
783,195,lively,4.027096758773777,27
784,233,lively,4.395526521638868,30
785,366,lively,6.553048878962306,32
786,174,lively,4.202424066761898,23
787,283,lively,4.904973795153706,24
788,12,lively,4.7654484392324195,28
789,264,lively,4.147979797979799,20
790,162,lively,4.076271249658347,21
791,292,lively,5.374658869395711,19
792,47,lively,5.447594087807904,22
793,289,lively,5.577947919908705,17
794,251,lively,3.5957453729567677,22
795,25,lively,4.402251719089983,36
796,74,lively,3.7446821696821697,24
797,295,lively,4.001520482703279,24
798,108,lively,4.824497186473745,23
799,375,lively,4.955020433902422,24
800,203,boring,4.47360898696781,33
801,305,boring,3.640450333181312,25
802,276,boring,4.697537594838945,23
803,45,boring,3.500444487286593,21
804,380,boring,4.147522474927804,21
805,277,boring,5.161876589593981,30
806,262,boring,3.479235702798662,19
807,278,boring,4.458401576279774,27
808,69,boring,4.706836562436988,29
809,83,boring,5.748984193323851,23
810,11,boring,4.8751246619064705,29
