country,gender,Image,Question,Score,Num_comparisons
All,female,206,lively,3.1523569023569027,10
All,female,5,lively,3.412732839424569,19
All,female,319,lively,4.601139601139601,12
All,female,326,lively,6.795609483109484,13
All,female,119,lively,3.5013404254475686,20
All,female,331,lively,4.326007326007327,15
All,female,286,lively,4.811266312545086,17
All,female,302,lively,4.549723545375719,13
All,female,241,lively,5.360419808949221,10
All,female,337,lively,6.904761904761904,11
All,female,300,lively,3.372486772486772,9
All,female,10,lively,4.568144999517549,11
All,female,114,lively,5.371830898146688,15
All,female,76,lively,4.130952380952381,12
All,female,185,lively,5.702414869081536,14
All,female,4,lively,5.054994388327722,12
All,female,124,lively,3.3813415304643377,12
All,female,78,lively,6.59500222000222,13
All,female,312,lively,4.4220043572984755,15
All,female,293,lively,6.242446011243005,14
All,female,252,lively,2.667887667887668,13
All,female,208,lively,5.497737556561087,17
All,female,125,lively,3.927703886527416,17
All,female,159,lively,4.121924371924372,12
All,female,38,lively,4.236796536796537,11
All,female,178,lively,2.8584715937657115,12
All,female,82,lively,3.2813852813852815,12
All,female,52,lively,6.009920634920635,15
All,female,235,lively,2.250505050505051,8
All,female,212,lively,7.142857142857143,6
All,female,301,lively,4.843304843304844,15
All,female,111,lively,2.3673878205128207,16
All,female,48,lively,4.766414141414142,12
All,female,201,lively,3.186480186480187,11
All,female,194,lively,4.575163398692811,8
All,female,93,lively,5.077190170940171,10
All,female,363,lively,4.813894181154244,15
All,female,317,lively,2.3194444444444446,12
All,female,210,lively,3.93939393939394,10
All,female,368,lively,7.136020923520924,12
All,female,86,lively,3.8671328671328675,11
All,female,250,lively,5.9259259259259265,12
All,female,321,lively,5.931968941422724,16
All,female,182,lively,2.362037037037037,12
All,female,41,lively,3.565546344493713,9
All,female,322,lively,6.385170385170386,14
All,female,196,lively,5.035378665022629,16
All,female,327,lively,6.013888888888889,14
All,female,303,lively,5.661916786916787,8
All,female,136,lively,4.120915032679739,17
All,female,184,lively,5.44134382093941,20
All,female,110,lively,3.832905982905983,13
All,female,377,lively,5.416786916786917,15
All,female,139,lively,4.452622994289661,13
All,female,132,lively,3.6782106782106783,7
All,female,154,lively,2.3219696969696972,13
All,female,313,lively,6.666666666666667,12
All,female,342,lively,6.397787397787398,11
All,female,294,lively,3.486953227084806,12
All,female,141,lively,4.271604938271605,12
All,female,63,lively,5.747420246162507,22
All,female,353,lively,6.061379537570013,13
All,female,199,lively,4.6918328584995255,18
All,female,351,lively,4.687289562289562,11
All,female,190,lively,4.822056397907791,12
All,female,153,lively,5.690235690235691,11
All,female,338,lively,5.279531425364759,20
All,female,288,lively,4.9712509712509725,13
All,female,370,lively,5.2882996632996635,16
All,female,234,lively,3.784313725490196,17
All,female,379,lively,5.565476190476191,12
All,female,55,lively,5.956108706108706,11
All,female,266,lively,6.50139112884211,17
All,female,378,lively,4.734848484848485,8
All,female,263,lively,4.531427078253704,19
All,female,109,lively,3.9410430839002273,21
All,female,355,lively,6.853556166056167,13
All,female,28,lively,2.925759425759426,14
All,female,101,lively,2.853946053946054,15
All,female,384,lively,5.5092592592592595,9
All,female,102,lively,3.872053872053873,11
All,female,97,lively,6.011266273214803,12
All,female,386,lively,8.702330077330076,8
All,female,187,lively,4.888888888888889,20
All,female,53,lively,4.29688422077483,17
All,female,244,lively,3.958911458911459,11
All,female,66,lively,5.064386865857455,9
All,female,183,lively,2.412377450980392,14
All,female,186,lively,3.982142857142857,8
All,female,3,lively,6.388145188145189,11
All,female,315,lively,3.8930976430976436,8
All,female,6,lively,3.7374084249084256,16
All,female,204,lively,2.9894179894179898,21
All,female,68,lively,6.05735236985237,15
All,female,198,lively,3.295915413562472,9
All,female,26,lively,3.4973842806660147,13
All,female,226,lively,4.0122377622377625,11
All,female,87,lively,5.41701331529763,12
All,female,228,lively,4.62962962962963,12
All,female,357,lively,3.878787878787879,10
All,female,371,lively,4.006325464658799,9
All,female,157,lively,3.682336182336183,10
All,female,224,lively,5.482744107744108,8
All,female,23,lively,7.897435897435898,10
All,female,334,lively,5.8604532722179785,14
All,female,15,lively,5.220875420875421,15
All,female,24,lively,4.728664762978489,17
All,female,367,lively,7.081214942117198,12
All,female,50,lively,3.3526936026936025,16
All,female,306,lively,5.741863075196409,9
All,female,291,lively,4.61333927510398,11
All,female,265,lively,5.292103729603729,12
All,female,309,lively,4.243608243608245,11
All,female,253,lively,5.632456686378255,15
All,female,127,lively,4.500291375291376,8
All,female,65,lively,2.6864468864468867,13
All,female,193,lively,6.305339722006389,11
All,female,177,lively,4.6431623931623935,8
All,female,389,lively,4.311480186480186,13
All,female,400,lively,4.3931623931623935,10
All,female,216,lively,3.056850517984972,15
All,female,333,lively,7.750000000000001,4
All,female,138,lively,3.6034151034151036,12
All,female,325,lively,6.623794506147448,10
All,female,179,lively,2.4116161616161613,12
All,female,166,lively,4.771241830065359,13
All,female,354,lively,6.45254128587462,11
All,female,329,lively,5.058080808080808,5
All,female,387,lively,6.510582010582011,15
All,female,188,lively,3.4713804713804715,11
All,female,163,lively,4.102564102564103,13
All,female,382,lively,5.770765322951949,18
All,female,117,lively,6.124282036046742,11
All,female,374,lively,4.930846930846932,14
All,female,200,lively,4.929962013295347,18
All,female,40,lively,2.31359649122807,8
All,female,397,lively,5.805056871233342,12
All,female,249,lively,4.086700336700337,8
All,female,33,lively,6.568125657411372,14
All,female,54,lively,1.9595624283124284,16
All,female,298,lively,4.6581196581196584,9
All,female,215,lively,2.6028050108932463,9
All,female,359,lively,5.522789679862049,16
All,female,391,lively,5.194444444444445,8
All,female,393,lively,6.646993552256711,9
All,female,222,lively,5.846153846153847,6
All,female,175,lively,3.4987373737373746,10
All,female,39,lively,1.4814814814814814,9
All,female,231,lively,5.852475096283145,19
All,female,255,lively,5.361111111111112,8
All,female,18,lively,3.0323842823842826,14
All,female,168,lively,4.525722915428799,10
All,female,43,lively,3.3396950271950274,11
All,female,287,lively,4.85972360972361,22
All,female,9,lively,4.367802676626206,19
All,female,316,lively,4.511266511266511,11
All,female,279,lively,4.517908017908018,13
All,female,116,lively,3.880092592592592,12
All,female,256,lively,3.3333333333333335,14
All,female,259,lively,4.646825396825397,11
All,female,281,lively,2.7778220804536597,8
All,female,232,lively,2.1449938949938954,9
All,female,170,lively,3.8121600621600624,12
All,female,358,lively,5.779714333285763,14
All,female,339,lively,5.965913715913717,13
All,female,88,lively,2.7444444444444445,13
All,female,335,lively,4.174093879976233,11
All,female,369,lively,5.8421398862575336,18
All,female,143,lively,4.734801017695755,12
All,female,324,lively,5.115519227361333,9
All,female,310,lively,3.8545991045991053,13
All,female,60,lively,3.794217687074831,16
All,female,173,lively,4.202279202279202,9
All,female,165,lively,4.73702353526915,9
All,female,385,lively,5.292913105413105,13
All,female,118,lively,3.2024145516792575,12
All,female,344,lively,4.53958078958079,13
All,female,99,lively,3.087878787878788,12
All,female,129,lively,4.198358431691766,12
All,female,51,lively,3.6194083694083696,14
All,female,350,lively,6.249883286647993,14
All,female,336,lively,5.307520230314348,17
All,female,122,lively,4.45661419190831,17
All,female,155,lively,4.551221412332524,21
All,female,92,lively,3.323405715562579,11
All,female,274,lively,4.081588781588782,11
All,female,144,lively,3.1706349206349205,15
All,female,59,lively,5.195929272016229,11
All,female,361,lively,7.814814814814814,10
All,female,362,lively,7.211194788117865,24
All,female,46,lively,3.963929588929589,12
All,female,349,lively,7.337153587153588,9
All,female,383,lively,4.683242683242684,9
All,female,304,lively,4.475021710315828,11
All,female,104,lively,3.8678144467618156,13
All,female,388,lively,7.322678539783804,11
All,female,56,lively,4.734524258421318,13
All,female,145,lively,3.7678853009735365,13
All,female,323,lively,6.968660968660968,13
All,female,258,lively,5.790598290598291,6
All,female,229,lively,3.378346961680295,20
All,female,364,lively,4.865584415584416,15
All,female,70,lively,4.575800016976488,11
All,female,172,lively,3.765852568484148,20
All,female,147,lively,4.19457671957672,10
All,female,202,lively,6.047558922558922,18
All,female,106,lively,1.5802927231498658,14
All,female,261,lively,4.245370370370371,12
All,female,395,lively,3.0423418818559487,11
All,female,158,lively,3.7243867243867244,21
All,female,167,lively,4.464726631393298,12
All,female,314,lively,3.170634920634921,10
All,female,248,lively,3.825803825803826,9
All,female,299,lively,4.5087031024531035,14
All,female,225,lively,4.668410384096659,18
All,female,189,lively,4.615079365079366,13
All,female,181,lively,5.184408184408185,10
All,female,98,lively,2.4164724164724167,11
All,female,7,lively,4.518518518518519,12
All,female,330,lively,5.7021908767426055,17
All,female,19,lively,6.2563131313131315,10
All,female,29,lively,2.490079365079365,12
All,female,61,lively,4.057720057720058,5
All,female,373,lively,5.004298941798941,18
All,female,297,lively,5.174313990103464,13
All,female,31,lively,3.6752136752136755,13
All,female,91,lively,3.2142857142857144,14
All,female,268,lively,5.314814814814815,10
All,female,107,lively,3.713342213342214,15
All,female,62,lively,3.994440200322553,12
All,female,192,lively,5.333333333333334,10
All,female,151,lively,2.4285714285714284,12
All,female,135,lively,6.376750070248522,13
All,female,105,lively,4.998237274707863,15
All,female,103,lively,5.728395061728396,14
All,female,230,lively,2.484783734783735,12
All,female,346,lively,6.223871644924277,13
All,female,77,lively,4.64302672636006,15
All,female,343,lively,4.2597041847041845,11
All,female,137,lively,1.96969696969697,12
All,female,131,lively,5.278835978835979,12
All,female,171,lively,4.339981006647674,13
All,female,311,lively,4.729819563152897,13
All,female,113,lively,6.260647685647686,11
All,female,296,lively,5.316980201171377,17
All,female,180,lively,3.2846163458908557,15
All,female,270,lively,4.356828084769261,17
All,female,260,lively,3.0836804807393046,17
All,female,156,lively,5.220387251637252,13
All,female,95,lively,5.0067401960784315,16
All,female,36,lively,4.947089947089948,7
All,female,254,lively,6.0382580382580375,14
All,female,242,lively,6.301373090846775,15
All,female,360,lively,4.871794871794871,9
All,female,81,lively,4.443400167084377,14
All,female,282,lively,4.4219576719576725,18
All,female,49,lively,6.155568711124268,13
All,female,240,lively,4.681818181818182,20
All,female,341,lively,8.278867102396514,9
All,female,90,lively,3.4467240276063804,13
All,female,247,lively,4.846342383107089,8
All,female,30,lively,4.365319865319865,21
All,female,133,lively,5.093940781440781,15
All,female,2,lively,4.171054435760318,11
All,female,246,lively,4.427505827505827,18
All,female,211,lively,4.291666666666667,10
All,female,392,lively,5.370580808080808,10
All,female,239,lively,3.2010582010582014,14
All,female,75,lively,4.349442224442225,14
All,female,17,lively,5.103785103785103,14
All,female,140,lively,3.988603988603989,9
All,female,130,lively,3.569610636277303,15
All,female,126,lively,3.6852175602175605,10
All,female,243,lively,3.787317620650954,11
All,female,123,lively,3.2018518518518517,16
All,female,257,lively,7.41638608305275,5
All,female,96,lively,4.137159137159138,13
All,female,148,lively,3.7394957983193278,7
All,female,195,lively,3.691077441077441,12
All,female,398,lively,5.995281173852603,18
All,female,320,lively,6.191919191919192,11
All,female,1,lively,4.076333184789068,12
All,female,32,lively,3.9037157287157287,16
All,female,356,lively,8.325802784882068,9
