country,age_group_ahi_3_remapped,Image,Question,Score,Num_comparisons
All,40-49 x middle,207,beautiful,4.000000000000001,5
All,40-49 x middle,307,beautiful,2.5,4
All,40-49 x middle,361,beautiful,7.083333333333334,4
All,40-49 x middle,364,beautiful,4.833333333333333,5
All,40-49 x middle,382,beautiful,4.166666666666667,4
All,40-49 x middle,285,beautiful,4.333333333333334,5
All,40-49 x middle,266,beautiful,6.666666666666667,4
All,40-49 x middle,190,beautiful,3.8888888888888893,4
All,40-49 x middle,107,beautiful,2.0833333333333335,4
All,40-49 x middle,377,beautiful,7.083333333333334,4
All,40-49 x middle,192,beautiful,5.333333333333334,5
All,40-49 x middle,42,live nearby,3.833333333333334,5
All,40-49 x middle,307,live nearby,4.888888888888889,5
All,40-49 x middle,235,live nearby,5.0,4
All,40-49 x middle,194,live nearby,6.027777777777778,5
All,40-49 x middle,160,live nearby,5.166666666666667,4
All,40-49 x middle,23,live nearby,5.333333333333333,5
All,40-49 x middle,342,live nearby,7.222222222222222,4
All,40-49 x middle,310,live nearby,3.444444444444444,5
All,40-49 x middle,92,live nearby,3.3333333333333335,4
All,40-49 x middle,59,live nearby,4.166666666666667,4
All,40-49 x middle,383,live nearby,8.333333333333334,4
All,40-49 x middle,56,live nearby,5.0,4
All,40-49 x middle,364,live nearby,6.25,4
All,40-49 x middle,70,live nearby,7.083333333333334,4
All,40-49 x middle,210,live nearby,3.0,5
All,40-49 x middle,147,live nearby,3.3333333333333335,4
All,40-49 x middle,213,live nearby,2.5,4
All,40-49 x middle,282,live nearby,6.666666666666667,4
All,40-49 x middle,375,live nearby,3.3333333333333335,4
All,40-49 x middle,199,live nearby,5.0,4
All,40-49 x middle,284,live nearby,4.722222222222222,6
All,40-49 x middle,170,live nearby,5.0,4
All,40-49 x middle,256,live nearby,1.6666666666666667,4
All,40-49 x middle,148,live nearby,6.5,5
All,40-49 x middle,88,live nearby,7.083333333333334,4
All,40-49 x middle,276,cycle,3.4259259259259265,4
All,40-49 x middle,278,cycle,5.888888888888889,5
All,40-49 x middle,169,cycle,3.9444444444444446,6
All,40-49 x middle,150,cycle,10.0,4
All,40-49 x middle,73,cycle,5.0,4
All,40-49 x middle,72,cycle,2.666666666666667,5
All,40-49 x middle,206,cycle,6.388888888888888,4
All,40-49 x middle,313,cycle,4.861111111111111,4
All,40-49 x middle,194,cycle,1.1666666666666667,5
All,40-49 x middle,178,cycle,3.8888888888888893,6
All,40-49 x middle,99,cycle,3.3333333333333335,4
All,40-49 x middle,129,cycle,4.111111111111112,5
All,40-49 x middle,304,cycle,4.0,5
All,40-49 x middle,258,cycle,2.777777777777778,6
All,40-49 x middle,185,cycle,2.5,4
All,40-49 x middle,400,cycle,6.666666666666667,4
All,40-49 x middle,267,cycle,4.166666666666667,4
All,40-49 x middle,128,cycle,7.5,4
All,40-49 x middle,384,cycle,4.444444444444445,4
All,40-49 x middle,266,cycle,4.296296296296297,5
All,40-49 x middle,225,cycle,3.7962962962962963,4
All,40-49 x middle,321,cycle,3.8888888888888893,6
All,40-49 x middle,126,cycle,4.166666666666667,4
All,40-49 x middle,385,cycle,4.854497354497354,7
All,40-49 x middle,103,cycle,4.166666666666667,4
All,40-49 x middle,320,cycle,2.407407407407408,4
All,40-49 x middle,241,cycle,4.166666666666667,6
All,40-49 x middle,253,cycle,7.777777777777777,6
All,40-49 x middle,90,cycle,2.2222222222222228,4
All,40-49 x middle,208,cycle,1.3888888888888888,6
All,40-49 x middle,335,cycle,2.037037037037037,4
All,40-49 x middle,247,cycle,2.5,4
All,40-49 x middle,39,cycle,3.3333333333333335,4
All,40-49 x middle,369,cycle,6.388888888888888,4
All,40-49 x middle,328,walk,6.666666666666667,6
All,40-49 x middle,336,walk,5.833333333333334,4
All,40-49 x middle,364,walk,5.833333333333334,4
All,40-49 x middle,212,walk,6.0,5
All,40-49 x middle,330,walk,5.0,4
All,40-49 x middle,20,walk,2.0,5
All,40-49 x middle,228,walk,3.2407407407407414,4
All,40-49 x middle,338,walk,7.222222222222222,4
All,40-49 x middle,252,walk,2.0833333333333335,4
All,40-49 x middle,36,walk,5.0,4
All,40-49 x middle,315,walk,8.333333333333334,4
All,40-49 x middle,93,walk,3.3333333333333335,4
All,40-49 x middle,324,walk,4.666666666666667,5
All,40-49 x middle,256,walk,1.8888888888888888,5
All,40-49 x middle,239,walk,3.3333333333333335,5
All,40-49 x middle,2,walk,7.222222222222222,4
All,40-49 x middle,276,green,2.5,4
All,40-49 x middle,380,green,1.5,5
All,40-49 x middle,318,green,5.833333333333334,4
All,40-49 x middle,75,green,5.0,4
All,40-49 x middle,7,green,2.0833333333333335,4
All,40-49 x middle,382,green,2.5,4
All,40-49 x middle,285,green,7.380952380952381,7
All,40-49 x middle,173,green,3.3333333333333335,4
All,40-49 x middle,38,green,6.666666666666667,4
All,40-49 x middle,61,green,1.6666666666666667,4
All,40-49 x middle,128,green,1.6666666666666667,4
All,40-49 x middle,31,green,5.0,4
All,40-49 x middle,228,green,3.7962962962962963,4
All,40-49 x middle,230,green,7.777777777777777,4
All,40-49 x middle,195,green,7.777777777777777,4
All,40-49 x middle,157,green,7.25925925925926,5
All,40-49 x middle,62,green,4.166666666666667,4
All,40-49 x middle,82,green,5.0,4
All,40-49 x middle,314,green,4.166666666666667,4
All,40-49 x bottom,331,safe,7.507936507936508,5
All,40-49 x bottom,286,safe,5.555555555555556,4
All,40-49 x bottom,4,safe,4.4444444444444455,4
All,40-49 x bottom,124,safe,6.6534391534391535,7
All,40-49 x bottom,317,safe,5.888888888888889,5
All,40-49 x bottom,91,safe,0.0,4
All,40-49 x bottom,384,safe,6.555555555555556,5
All,40-49 x bottom,151,safe,5.666666666666667,5
All,40-49 x bottom,334,safe,1.6666666666666667,4
All,40-49 x bottom,271,safe,4.444444444444445,6
All,40-49 x bottom,349,safe,6.944444444444444,4
All,40-49 x bottom,16,safe,1.1666666666666667,5
All,40-49 x bottom,85,safe,2.5,4
All,40-49 x bottom,351,safe,4.722222222222222,6
All,40-49 x bottom,381,safe,4.166666666666667,4
All,40-49 x bottom,377,safe,1.25,4
All,40-49 x bottom,71,safe,4.166666666666667,4
All,40-49 x bottom,143,safe,5.0,4
All,40-49 x bottom,272,safe,1.6666666666666667,4
All,40-49 x bottom,258,safe,5.0,4
All,40-49 x bottom,228,safe,5.0,4
All,40-49 x bottom,318,safe,6.666666666666667,4
All,40-49 x bottom,168,safe,2.916666666666667,4
All,40-49 x bottom,37,safe,6.666666666666667,4
All,40-49 x bottom,40,safe,4.722222222222222,4
All,40-49 x bottom,375,safe,5.555555555555555,4
All,40-49 x bottom,199,safe,1.6666666666666667,4
All,40-49 x bottom,343,safe,3.3333333333333335,4
All,40-49 x bottom,289,safe,3.3333333333333335,4
All,40-49 x bottom,113,safe,4.166666666666667,4
All,40-49 x bottom,160,safe,6.25,4
All,40-49 x bottom,5,safe,5.0,4
All,40-49 x bottom,220,safe,4.166666666666667,4
All,40-49 x bottom,219,safe,3.3333333333333335,4
All,40-49 x bottom,331,lively,5.833333333333334,4
All,40-49 x bottom,241,lively,5.277777777777779,4
All,40-49 x bottom,194,lively,5.833333333333334,4
All,40-49 x bottom,317,lively,2.5,4
All,40-49 x bottom,139,lively,5.0,4
All,40-49 x bottom,70,lively,5.833333333333334,4
All,40-49 x bottom,135,lively,8.333333333333334,4
All,40-49 x bottom,202,lively,6.666666666666667,4
All,40-49 x bottom,18,lively,1.4814814814814818,4
All,40-49 x bottom,341,lively,7.222222222222222,4
All,40-49 x bottom,143,lively,4.000000000000001,5
All,40-49 x bottom,187,lively,4.166666666666667,5
All,40-49 x bottom,9,lively,5.833333333333334,4
All,40-49 x bottom,338,lively,4.4444444444444455,6
All,40-49 x bottom,27,lively,4.0,5
All,40-49 x bottom,318,lively,3.3333333333333335,4
All,40-49 x bottom,233,lively,3.8888888888888893,4
All,40-49 x bottom,193,lively,7.083333333333334,4
All,40-49 x bottom,54,lively,1.6666666666666667,4
All,40-49 x bottom,172,lively,3.8888888888888893,6
All,40-49 x bottom,68,lively,6.666666666666667,4
All,40-49 x bottom,154,lively,3.3333333333333335,4
All,40-49 x bottom,100,boring,5.833333333333334,4
All,40-49 x bottom,301,boring,4.25,5
All,40-49 x bottom,48,boring,4.722222222222222,4
All,40-49 x bottom,363,boring,3.611111111111111,4
All,40-49 x bottom,45,boring,5.0,4
All,40-49 x bottom,135,boring,3.3333333333333335,4
All,40-49 x bottom,39,boring,7.638888888888888,4
All,40-49 x bottom,262,boring,2.7083333333333335,5
All,40-49 x bottom,341,boring,0.8333333333333334,4
All,40-49 x bottom,77,boring,4.027777777777778,4
All,40-49 x bottom,253,boring,5.833333333333334,4
All,40-49 x bottom,41,boring,5.0,4
All,40-49 x bottom,278,boring,5.0,4
All,40-49 x bottom,167,boring,5.833333333333334,4
All,40-49 x bottom,298,boring,6.777777777777778,5
All,40-49 x bottom,199,boring,5.833333333333334,4
All,40-49 x bottom,216,boring,4.166666666666667,4
All,40-49 x bottom,353,boring,3.4259259259259265,4
All,40-49 x bottom,57,boring,4.666666666666667,5
All,40-49 x bottom,138,boring,5.0,4
All,40-49 x bottom,237,boring,8.333333333333334,4
All,40-49 x bottom,160,boring,8.333333333333334,4
All,40-49 x bottom,156,boring,5.555555555555555,4
All,40-49 x bottom,211,boring,3.3333333333333335,4
All,40-49 x bottom,13,wealthy,1.851851851851852,4
All,40-49 x bottom,112,wealthy,4.166666666666667,4
All,40-49 x bottom,250,wealthy,5.888888888888889,5
All,40-49 x bottom,63,wealthy,4.777777777777778,4
All,40-49 x bottom,377,wealthy,6.629629629629629,5
All,40-49 x bottom,42,wealthy,1.6666666666666667,4
All,40-49 x bottom,170,wealthy,7.12962962962963,4
All,40-49 x bottom,256,wealthy,1.6666666666666667,4
All,40-49 x bottom,18,wealthy,4.166666666666667,4
All,40-49 x bottom,350,wealthy,7.777777777777777,4
All,40-49 x bottom,165,wealthy,6.111111111111111,4
All,40-49 x bottom,228,wealthy,5.416666666666667,4
All,40-49 x bottom,318,wealthy,6.666666666666667,4
All,40-49 x bottom,215,wealthy,6.444444444444445,5
All,40-49 x bottom,171,wealthy,6.7407407407407405,5
All,40-49 x bottom,237,wealthy,4.777777777777778,5
All,40-49 x bottom,137,wealthy,3.3333333333333335,4
All,40-49 x bottom,12,wealthy,2.5,4
All,40-49 x bottom,286,depressing,6.25,4
All,40-49 x bottom,337,depressing,3.194444444444444,6
All,40-49 x bottom,185,depressing,5.277777777777779,4
All,40-49 x bottom,151,depressing,6.0,5
All,40-49 x bottom,135,depressing,6.25,4
All,40-49 x bottom,265,depressing,4.166666666666667,4
All,40-49 x bottom,349,depressing,1.9444444444444446,4
All,40-49 x bottom,16,depressing,6.666666666666667,4
All,40-49 x bottom,267,depressing,4.833333333333333,4
All,40-49 x bottom,400,depressing,4.226190476190476,7
All,40-49 x bottom,115,depressing,7.916666666666667,4
All,40-49 x bottom,190,depressing,6.666666666666667,4
All,40-49 x bottom,214,depressing,4.857142857142858,5
All,40-49 x bottom,187,depressing,5.0,5
All,40-49 x bottom,278,depressing,1.6666666666666667,6
All,40-49 x bottom,193,depressing,4.166666666666667,4
All,40-49 x bottom,199,depressing,5.555555555555555,4
All,40-49 x bottom,25,depressing,5.0,4
All,40-49 x bottom,53,depressing,8.703703703703704,5
All,40-49 x bottom,57,depressing,4.0,5
All,40-49 x bottom,223,depressing,3.3333333333333335,4
All,40-49 x bottom,12,depressing,5.277777777777779,4
All,40-49 x bottom,10,beautiful,6.111111111111112,4
All,40-49 x bottom,185,beautiful,8.333333333333334,4
All,40-49 x bottom,363,beautiful,5.833333333333334,4
All,40-49 x bottom,268,beautiful,5.833333333333334,4
All,40-49 x bottom,112,beautiful,4.444444444444445,6
All,40-49 x bottom,250,beautiful,4.166666666666667,4
All,40-49 x bottom,256,beautiful,2.2222222222222228,4
All,40-49 x bottom,214,beautiful,8.333333333333334,4
All,40-49 x bottom,270,beautiful,7.592592592592593,4
All,40-49 x bottom,33,beautiful,4.166666666666667,4
All,40-49 x bottom,130,beautiful,7.222222222222222,4
All,40-49 x bottom,313,beautiful,4.166666666666667,4
All,40-49 x bottom,261,beautiful,5.833333333333334,6
All,40-49 x bottom,215,beautiful,0.8333333333333334,4
All,40-49 x bottom,289,beautiful,8.148148148148149,4
All,40-49 x bottom,110,beautiful,3.3333333333333335,4
All,40-49 x bottom,300,live nearby,3.3333333333333335,4
All,40-49 x bottom,78,live nearby,5.0,4
All,40-49 x bottom,312,live nearby,4.666666666666667,5
All,40-49 x bottom,293,live nearby,7.444444444444445,5
All,40-49 x bottom,48,live nearby,5.833333333333334,4
All,40-49 x bottom,15,live nearby,6.666666666666667,4
All,40-49 x bottom,200,live nearby,3.3333333333333335,4
All,40-49 x bottom,109,live nearby,3.3333333333333335,4
All,40-49 x bottom,80,live nearby,4.25,4
All,40-49 x bottom,400,live nearby,3.611111111111111,4
All,40-49 x bottom,50,live nearby,1.9444444444444446,4
All,40-49 x bottom,350,live nearby,4.444444444444445,6
All,40-49 x bottom,304,live nearby,5.0,4
All,40-49 x bottom,143,live nearby,7.333333333333334,5
All,40-49 x bottom,175,live nearby,6.222222222222222,5
All,40-49 x bottom,196,live nearby,5.0,4
All,40-49 x bottom,145,live nearby,2.916666666666667,5
All,40-49 x bottom,172,live nearby,4.666666666666667,4
All,40-49 x bottom,53,live nearby,2.5,4
All,40-49 x bottom,171,live nearby,4.333333333333334,5
All,40-49 x bottom,51,live nearby,5.0,4
All,40-49 x bottom,322,live nearby,3.444444444444444,5
All,40-49 x bottom,113,live nearby,2.5,4
All,40-49 x bottom,393,live nearby,7.281746031746032,7
All,40-49 x bottom,329,live nearby,4.722222222222222,4
All,40-49 x bottom,76,cycle,3.666666666666667,5
All,40-49 x bottom,178,cycle,0.8333333333333334,4
All,40-49 x bottom,111,cycle,3.3333333333333335,4
All,40-49 x bottom,201,cycle,8.333333333333334,4
All,40-49 x bottom,194,cycle,4.166666666666667,4
All,40-49 x bottom,93,cycle,3.7962962962962963,4
All,40-49 x bottom,80,cycle,2.916666666666667,4
All,40-49 x bottom,267,cycle,6.888888888888888,5
All,40-49 x bottom,129,cycle,4.583333333333334,4
All,40-49 x bottom,291,cycle,2.1296296296296298,4
All,40-49 x bottom,63,cycle,2.0833333333333335,5
All,40-49 x bottom,398,cycle,2.5,4
All,40-49 x bottom,397,cycle,3.3333333333333335,4
All,40-49 x bottom,187,cycle,4.166666666666667,4
All,40-49 x bottom,336,cycle,5.833333333333334,4
All,40-49 x bottom,108,cycle,1.6666666666666667,4
All,40-49 x bottom,253,cycle,3.6904761904761907,4
All,40-49 x bottom,239,cycle,1.5,5
All,40-49 x bottom,255,cycle,7.222222222222222,4
All,40-49 x bottom,234,cycle,1.8333333333333335,5
All,40-49 x bottom,140,cycle,4.4444444444444455,6
All,40-49 x bottom,196,cycle,4.166666666666667,4
All,40-49 x bottom,83,cycle,5.111111111111111,5
All,40-49 x bottom,21,cycle,5.555555555555555,4
All,40-49 x bottom,259,cycle,4.583333333333334,8
All,40-49 x bottom,246,cycle,5.559523809523809,7
All,40-49 x bottom,299,cycle,5.740740740740741,6
All,40-49 x bottom,35,cycle,8.666666666666668,5
All,40-49 x bottom,281,cycle,2.5,4
All,40-49 x bottom,314,cycle,3.8888888888888884,4
All,40-49 x bottom,183,cycle,6.333333333333333,5
All,40-49 x bottom,137,cycle,3.3333333333333335,5
All,40-49 x bottom,225,cycle,3.3333333333333335,4
All,40-49 x bottom,254,cycle,3.666666666666667,5
All,40-49 x bottom,331,walk,7.916666666666667,4
All,40-49 x bottom,286,walk,4.642857142857143,4
All,40-49 x bottom,10,walk,4.000000000000001,5
All,40-49 x bottom,111,walk,2.8333333333333335,5
All,40-49 x bottom,194,walk,4.513888888888888,6
All,40-49 x bottom,363,walk,4.166666666666667,4
All,40-49 x bottom,45,walk,2.291666666666667,4
All,40-49 x bottom,103,walk,1.9444444444444446,4
All,40-49 x bottom,16,walk,2.5,4
All,40-49 x bottom,267,walk,6.296296296296297,6
All,40-49 x bottom,308,walk,2.7777777777777777,5
All,40-49 x bottom,84,walk,5.12962962962963,5
All,40-49 x bottom,39,walk,4.722222222222222,6
All,40-49 x bottom,262,walk,2.380952380952381,7
All,40-49 x bottom,33,walk,6.0,5
All,40-49 x bottom,168,walk,5.0,4
All,40-49 x bottom,142,walk,5.833333333333334,4
All,40-49 x bottom,35,walk,1.1111111111111114,6
All,40-49 x bottom,138,walk,5.833333333333334,4
All,40-49 x bottom,201,green,6.111111111111112,4
All,40-49 x bottom,373,green,4.166666666666667,4
All,40-49 x bottom,45,green,2.0833333333333335,4
All,40-49 x bottom,80,green,1.8055555555555558,4
All,40-49 x bottom,115,green,8.333333333333334,4
All,40-49 x bottom,335,green,4.166666666666667,4
All,40-49 x bottom,359,green,4.027777777777778,4
All,40-49 x bottom,77,green,2.152777777777778,4
All,40-49 x bottom,22,green,2.5,4
All,40-49 x bottom,187,green,5.6944444444444455,4
All,40-49 x bottom,338,green,6.666666666666667,4
All,40-49 x bottom,28,green,4.166666666666667,4
All,40-49 x bottom,244,green,4.722222222222222,4
All,40-49 x bottom,175,green,7.291666666666667,4
All,40-49 x bottom,21,green,4.166666666666667,4
All,40-49 x bottom,311,green,4.166666666666667,4
All,40-49 x bottom,233,green,6.25,4
All,40-49 x bottom,193,green,2.5,4
All,40-49 x bottom,19,green,3.0,4
All,40-49 x bottom,2,green,4.0,5
All,40-49 x bottom,347,green,5.833333333333334,4
All,30-39 x bottom,368,safe,7.083333333333334,4
All,30-39 x bottom,41,safe,5.416666666666667,4
All,30-39 x bottom,322,safe,7.111111111111112,4
All,30-39 x bottom,110,safe,4.166666666666667,4
All,30-39 x bottom,154,safe,7.083333333333334,4
All,30-39 x bottom,353,safe,4.166666666666667,4
All,30-39 x bottom,379,safe,2.777777777777778,4
All,30-39 x bottom,263,safe,3.3333333333333335,5
All,30-39 x bottom,355,safe,6.222222222222222,5
All,30-39 x bottom,386,safe,6.0,5
All,30-39 x bottom,186,safe,3.1111111111111116,5
All,30-39 x bottom,315,safe,1.6666666666666667,4
All,30-39 x bottom,226,safe,6.666666666666667,4
All,30-39 x bottom,357,safe,4.825396825396825,7
All,30-39 x bottom,24,safe,5.833333333333334,4
All,30-39 x bottom,163,safe,1.523809523809524,5
All,30-39 x bottom,100,safe,5.0,4
All,30-39 x bottom,69,safe,2.5,4
All,30-39 x bottom,310,safe,3.3333333333333335,4
All,30-39 x bottom,383,safe,6.865079365079365,7
All,30-39 x bottom,364,safe,2.5,4
All,30-39 x bottom,282,safe,4.166666666666667,4
All,30-39 x bottom,31,safe,0.8333333333333334,4
All,30-39 x bottom,258,safe,3.3333333333333335,4
All,30-39 x bottom,146,safe,4.888888888888888,5
All,30-39 x bottom,155,safe,4.0,5
All,30-39 x bottom,46,safe,4.555555555555556,5
All,30-39 x bottom,261,safe,4.666666666666667,5
All,30-39 x bottom,71,safe,4.513888888888888,5
All,30-39 x bottom,203,safe,4.444444444444445,6
All,30-39 x bottom,96,safe,2.5,4
All,30-39 x bottom,330,safe,3.3333333333333335,4
All,30-39 x bottom,369,safe,2.5,4
All,30-39 x bottom,220,safe,4.4444444444444455,6
All,30-39 x bottom,60,safe,3.3333333333333335,4
All,30-39 x bottom,112,safe,5.333333333333333,5
All,30-39 x bottom,118,safe,7.166666666666667,5
All,30-39 x bottom,399,safe,4.666666666666667,5
All,30-39 x bottom,296,safe,5.0,4
All,30-39 x bottom,143,safe,6.000000000000001,5
All,30-39 x bottom,223,safe,6.888888888888888,5
All,30-39 x bottom,13,safe,2.0833333333333335,4
All,30-39 x bottom,319,safe,1.6666666666666667,4
All,30-39 x bottom,165,safe,4.333333333333334,5
All,30-39 x bottom,171,safe,7.777777777777777,4
All,30-39 x bottom,67,safe,4.666666666666667,4
All,30-39 x bottom,95,safe,1.6666666666666667,4
All,30-39 x bottom,349,safe,5.833333333333334,4
All,30-39 x bottom,116,safe,3.3333333333333335,4
All,30-39 x bottom,396,safe,5.833333333333334,4
All,30-39 x bottom,184,lively,5.333333333333334,5
All,30-39 x bottom,370,lively,4.4444444444444455,4
All,30-39 x bottom,266,lively,5.708333333333334,5
All,30-39 x bottom,263,lively,4.4444444444444455,5
All,30-39 x bottom,355,lively,2.0,5
All,30-39 x bottom,102,lively,3.666666666666667,5
All,30-39 x bottom,97,lively,7.444444444444445,5
All,30-39 x bottom,228,lively,3.444444444444444,5
All,30-39 x bottom,24,lively,5.0,4
All,30-39 x bottom,50,lively,3.5555555555555562,5
All,30-39 x bottom,179,lively,0.8333333333333334,4
All,30-39 x bottom,89,lively,5.944444444444445,5
All,30-39 x bottom,364,lively,4.222222222222223,5
All,30-39 x bottom,381,lively,5.0,5
All,30-39 x bottom,290,lively,5.222222222222222,5
All,30-39 x bottom,298,lively,3.8888888888888884,6
All,30-39 x bottom,376,lively,5.222222222222222,5
All,30-39 x bottom,34,lively,0.8333333333333334,4
All,30-39 x bottom,161,lively,3.3333333333333335,4
All,30-39 x bottom,200,lively,2.2222222222222228,4
All,30-39 x bottom,232,lively,1.527777777777778,4
All,30-39 x bottom,128,lively,2.5,4
All,30-39 x bottom,219,lively,2.9629629629629632,4
All,30-39 x bottom,270,lively,3.444444444444444,5
All,30-39 x bottom,30,lively,3.3333333333333335,4
All,30-39 x bottom,130,lively,4.166666666666667,4
All,30-39 x bottom,206,lively,3.3333333333333335,4
All,30-39 x bottom,72,lively,0.8888888888888887,5
All,30-39 x bottom,268,lively,3.8888888888888893,4
All,30-39 x bottom,112,lively,3.3333333333333335,4
All,30-39 x bottom,70,lively,3.6111111111111116,4
All,30-39 x bottom,399,lively,4.166666666666667,4
