image_id,city,score,score_bin,visual_complexity,complexity_bin,source_path,materialized_path
c2143365-5ee3-4530-8511-7f78a80b4b0f,Abuja,4.88,2,1.3730235539635292,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/c2143365-5ee3-4530-8511-7f78a80b4b0f.jpeg,data/01_raw/specs_paper_n100/c2143365-5ee3-4530-8511-7f78a80b4b0f.jpeg
c9ea59ac-3b21-4d04-b941-7e6d82c9a70e,Abuja,4.59,1,1.3077164313892198,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/c9ea59ac-3b21-4d04-b941-7e6d82c9a70e.jpeg,data/01_raw/specs_paper_n100/c9ea59ac-3b21-4d04-b941-7e6d82c9a70e.jpeg
cf55f412-6375-4e27-86f2-2f3789a09a5f,Abuja,4.73,2,1.625638121100994,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/cf55f412-6375-4e27-86f2-2f3789a09a5f.jpeg,data/01_raw/specs_paper_n100/cf55f412-6375-4e27-86f2-2f3789a09a5f.jpeg
dca8d1d4-2992-4d13-8724-350d600fe883,Abuja,5.75,2,1.3375193451321714,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/dca8d1d4-2992-4d13-8724-350d600fe883.jpeg,data/01_raw/specs_paper_n100/dca8d1d4-2992-4d13-8724-350d600fe883.jpeg
e2318419-1b46-4670-a386-d066e0f938e3,Abuja,7.43,4,1.4688930951533183,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/e2318419-1b46-4670-a386-d066e0f938e3.jpeg,data/01_raw/specs_paper_n100/e2318419-1b46-4670-a386-d066e0f938e3.jpeg
eee6dd59-4096-4c8c-ae6a-6dc872b7c187,Abuja,0.95,0,1.4949168660002177,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/eee6dd59-4096-4c8c-ae6a-6dc872b7c187.jpeg,data/01_raw/specs_paper_n100/eee6dd59-4096-4c8c-ae6a-6dc872b7c187.jpeg
f39f6f46-bb60-416b-86d8-b7d64d628bde,Abuja,4.59,1,1.4415174951798058,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/f39f6f46-bb60-416b-86d8-b7d64d628bde.jpeg,data/01_raw/specs_paper_n100/f39f6f46-bb60-416b-86d8-b7d64d628bde.jpeg
f56d7598-a2dd-4f1f-9184-75b9c4ff44e2,Abuja,6.71,3,1.5421270513367613,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/f56d7598-a2dd-4f1f-9184-75b9c4ff44e2.jpeg,data/01_raw/specs_paper_n100/f56d7598-a2dd-4f1f-9184-75b9c4ff44e2.jpeg
f7303db5-dc81-4fa4-bad3-e1e4321e9d42,Abuja,5.3,2,1.4937758268320467,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/f7303db5-dc81-4fa4-bad3-e1e4321e9d42.jpeg,data/01_raw/specs_paper_n100/f7303db5-dc81-4fa4-bad3-e1e4321e9d42.jpeg
037b7755-42d3-4f5d-9101-c6d61135c27e,Amsterdam,6.45,2,1.846491006777653,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/037b7755-42d3-4f5d-9101-c6d61135c27e.jpeg,data/01_raw/specs_paper_n100/037b7755-42d3-4f5d-9101-c6d61135c27e.jpeg
03953c0b-6b22-4a31-932a-f5001150321a,Amsterdam,3.91,1,1.790984317420481,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/03953c0b-6b22-4a31-932a-f5001150321a.jpeg,data/01_raw/specs_paper_n100/03953c0b-6b22-4a31-932a-f5001150321a.jpeg
17d9caca-68ae-452a-8d98-115c996d2465,Amsterdam,7.72,3,1.7404081327214618,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/17d9caca-68ae-452a-8d98-115c996d2465.jpeg,data/01_raw/specs_paper_n100/17d9caca-68ae-452a-8d98-115c996d2465.jpeg
18c93cef-3484-4db8-8e11-8dbd4c03aa15,Amsterdam,8.06,4,1.8167891865676868,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/18c93cef-3484-4db8-8e11-8dbd4c03aa15.jpeg,data/01_raw/specs_paper_n100/18c93cef-3484-4db8-8e11-8dbd4c03aa15.jpeg
2d462588-b8b8-4919-9700-f3257c24909f,Amsterdam,4.02,1,1.5946029149165817,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/2d462588-b8b8-4919-9700-f3257c24909f.jpeg,data/01_raw/specs_paper_n100/2d462588-b8b8-4919-9700-f3257c24909f.jpeg
3b1d59f8-e9b9-418c-98db-8968aefe2baa,Amsterdam,1.51,0,1.905811616163143,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/3b1d59f8-e9b9-418c-98db-8968aefe2baa.jpeg,data/01_raw/specs_paper_n100/3b1d59f8-e9b9-418c-98db-8968aefe2baa.jpeg
40d97ad5-c8ae-44df-87fd-33811a1c7414,Amsterdam,7.6,3,2.0837691878918703,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/40d97ad5-c8ae-44df-87fd-33811a1c7414.jpeg,data/01_raw/specs_paper_n100/40d97ad5-c8ae-44df-87fd-33811a1c7414.jpeg
41a8b6ce-02df-47e8-b7d1-10cce55b6575,Amsterdam,5.81,2,1.9007380581928461,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/41a8b6ce-02df-47e8-b7d1-10cce55b6575.jpeg,data/01_raw/specs_paper_n100/41a8b6ce-02df-47e8-b7d1-10cce55b6575.jpeg
4fae46f0-8908-42e5-9347-983330f58b68,Amsterdam,7.75,3,1.7628803288698371,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/4fae46f0-8908-42e5-9347-983330f58b68.jpeg,data/01_raw/specs_paper_n100/4fae46f0-8908-42e5-9347-983330f58b68.jpeg
58a0c28a-4cc2-4ca5-969b-f1697739e12f,Amsterdam,8.26,4,1.8507768393581863,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/58a0c28a-4cc2-4ca5-969b-f1697739e12f.jpeg,data/01_raw/specs_paper_n100/58a0c28a-4cc2-4ca5-969b-f1697739e12f.jpeg
5ff3f497-1187-4da9-a5d8-9fce6ffe86c5,Amsterdam,3.0,0,2.1319536239842547,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/5ff3f497-1187-4da9-a5d8-9fce6ffe86c5.jpeg,data/01_raw/specs_paper_n100/5ff3f497-1187-4da9-a5d8-9fce6ffe86c5.jpeg
8a5242bb-b6a6-4559-87d6-03bb42b6bd45,Amsterdam,8.14,4,1.797848379456822,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/8a5242bb-b6a6-4559-87d6-03bb42b6bd45.jpeg,data/01_raw/specs_paper_n100/8a5242bb-b6a6-4559-87d6-03bb42b6bd45.jpeg
8b11c866-8c28-4d87-8984-d74455489146,Amsterdam,5.79,2,1.724240621616718,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/8b11c866-8c28-4d87-8984-d74455489146.jpeg,data/01_raw/specs_paper_n100/8b11c866-8c28-4d87-8984-d74455489146.jpeg
8ca6a763-e46e-485c-8451-9c2547ac22ca,Amsterdam,3.16,0,1.746813810753593,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/8ca6a763-e46e-485c-8451-9c2547ac22ca.jpeg,data/01_raw/specs_paper_n100/8ca6a763-e46e-485c-8451-9c2547ac22ca.jpeg
98eedc11-d5f8-4758-bf9e-4f9a7a45e2cd,Amsterdam,4.13,1,1.8815852281009087,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/98eedc11-d5f8-4758-bf9e-4f9a7a45e2cd.jpeg,data/01_raw/specs_paper_n100/98eedc11-d5f8-4758-bf9e-4f9a7a45e2cd.jpeg
9b00bc4f-375a-48e9-8cae-c83a45cbca14,Amsterdam,3.14,0,1.762818137977863,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/9b00bc4f-375a-48e9-8cae-c83a45cbca14.jpeg,data/01_raw/specs_paper_n100/9b00bc4f-375a-48e9-8cae-c83a45cbca14.jpeg
b33ead6f-e7e3-4d60-befe-def6a70c5468,Amsterdam,8.63,4,1.7327214147514538,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/b33ead6f-e7e3-4d60-befe-def6a70c5468.jpeg,data/01_raw/specs_paper_n100/b33ead6f-e7e3-4d60-befe-def6a70c5468.jpeg
cc8b5405-e737-4d57-8a8b-d702487cb2cd,Amsterdam,6.9,3,1.8962819547050493,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/cc8b5405-e737-4d57-8a8b-d702487cb2cd.jpeg,data/01_raw/specs_paper_n100/cc8b5405-e737-4d57-8a8b-d702487cb2cd.jpeg
e97e0042-0ca3-47a2-a514-7422cb60e6a6,Amsterdam,5.94,2,1.7132890567804355,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/e97e0042-0ca3-47a2-a514-7422cb60e6a6.jpeg,data/01_raw/specs_paper_n100/e97e0042-0ca3-47a2-a514-7422cb60e6a6.jpeg
f150e96b-856d-4cba-82bf-0d4e587beb5d,Amsterdam,4.34,1,1.838038176643518,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/f150e96b-856d-4cba-82bf-0d4e587beb5d.jpeg,data/01_raw/specs_paper_n100/f150e96b-856d-4cba-82bf-0d4e587beb5d.jpeg
056f992a-ac1a-4fbc-9f9c-689c1a836cc2,San Francisco,3.98,1,1.9401548552794337,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/056f992a-ac1a-4fbc-9f9c-689c1a836cc2.jpeg,data/01_raw/specs_paper_n100/056f992a-ac1a-4fbc-9f9c-689c1a836cc2.jpeg
09efd904-152a-4ead-8853-f663ccf0cbd6,San Francisco,3.66,0,1.8134698147735717,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/09efd904-152a-4ead-8853-f663ccf0cbd6.jpeg,data/01_raw/specs_paper_n100/09efd904-152a-4ead-8853-f663ccf0cbd6.jpeg
0b7c90a9-a9a5-4e9c-b87b-e08702404ab0,San Francisco,6.84,3,1.843697241176057,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/0b7c90a9-a9a5-4e9c-b87b-e08702404ab0.jpeg,data/01_raw/specs_paper_n100/0b7c90a9-a9a5-4e9c-b87b-e08702404ab0.jpeg
18e77d76-af89-4555-ab3a-113ce6f8e1bc,San Francisco,7.61,4,1.9099934283490343,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/18e77d76-af89-4555-ab3a-113ce6f8e1bc.jpeg,data/01_raw/specs_paper_n100/18e77d76-af89-4555-ab3a-113ce6f8e1bc.jpeg
1b84a8ca-2db8-4731-a434-89862ed1ba88,San Francisco,3.1,0,1.9089318292081456,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/1b84a8ca-2db8-4731-a434-89862ed1ba88.jpeg,data/01_raw/specs_paper_n100/1b84a8ca-2db8-4731-a434-89862ed1ba88.jpeg
23e7e8cf-9654-42ad-999c-f5818b30d87a,San Francisco,5.7,2,1.859421073953843,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/23e7e8cf-9654-42ad-999c-f5818b30d87a.jpeg,data/01_raw/specs_paper_n100/23e7e8cf-9654-42ad-999c-f5818b30d87a.jpeg
2aec5d45-f0d2-496a-a19b-cef66a4a4f74,San Francisco,6.35,3,1.8974390206035865,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/2aec5d45-f0d2-496a-a19b-cef66a4a4f74.jpeg,data/01_raw/specs_paper_n100/2aec5d45-f0d2-496a-a19b-cef66a4a4f74.jpeg
2c814e57-ea64-4857-97f1-26798c33618d,San Francisco,5.8,2,2.159308177568592,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/2c814e57-ea64-4857-97f1-26798c33618d.jpeg,data/01_raw/specs_paper_n100/2c814e57-ea64-4857-97f1-26798c33618d.jpeg
3f61d908-592b-45bb-8fdf-eb82d0a80d2e,San Francisco,4.9,1,1.80711072681392,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/3f61d908-592b-45bb-8fdf-eb82d0a80d2e.jpeg,data/01_raw/specs_paper_n100/3f61d908-592b-45bb-8fdf-eb82d0a80d2e.jpeg
6066c3e5-d907-466c-a17a-43da29419b85,San Francisco,5.28,2,1.5761873518269423,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/6066c3e5-d907-466c-a17a-43da29419b85.jpeg,data/01_raw/specs_paper_n100/6066c3e5-d907-466c-a17a-43da29419b85.jpeg
7d9482d0-98b7-4ca7-b1eb-12cd59a82cf2,San Francisco,6.1,3,1.7809267890957297,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/7d9482d0-98b7-4ca7-b1eb-12cd59a82cf2.jpeg,data/01_raw/specs_paper_n100/7d9482d0-98b7-4ca7-b1eb-12cd59a82cf2.jpeg
881e7127-037a-47e2-84ec-770e37597387,San Francisco,4.11,1,1.796642884583392,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/881e7127-037a-47e2-84ec-770e37597387.jpeg,data/01_raw/specs_paper_n100/881e7127-037a-47e2-84ec-770e37597387.jpeg
88723085-7a06-43ae-bcc0-3911360da2fc,San Francisco,5.99,2,1.7020015014905199,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/88723085-7a06-43ae-bcc0-3911360da2fc.jpeg,data/01_raw/specs_paper_n100/88723085-7a06-43ae-bcc0-3911360da2fc.jpeg
8cb95370-8b07-4e81-a903-977d060fd48a,San Francisco,7.22,4,1.7368828620719856,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/8cb95370-8b07-4e81-a903-977d060fd48a.jpeg,data/01_raw/specs_paper_n100/8cb95370-8b07-4e81-a903-977d060fd48a.jpeg
937e89f7-51a9-4ff9-95af-63ce16a523b9,San Francisco,8.23,4,1.7125880395864015,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/937e89f7-51a9-4ff9-95af-63ce16a523b9.jpeg,data/01_raw/specs_paper_n100/937e89f7-51a9-4ff9-95af-63ce16a523b9.jpeg
9528d94c-dfc0-4365-984d-cd437eca256a,San Francisco,1.68,0,1.7373941471755159,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/9528d94c-dfc0-4365-984d-cd437eca256a.jpeg,data/01_raw/specs_paper_n100/9528d94c-dfc0-4365-984d-cd437eca256a.jpeg
a511adaf-499d-4362-8b83-48d4f560d66f,San Francisco,3.19,0,1.7775643436393584,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/a511adaf-499d-4362-8b83-48d4f560d66f.jpeg,data/01_raw/specs_paper_n100/a511adaf-499d-4362-8b83-48d4f560d66f.jpeg
b6538880-79bd-4d19-a828-453e3bf1e932,San Francisco,7.47,4,1.8136437014704132,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/b6538880-79bd-4d19-a828-453e3bf1e932.jpeg,data/01_raw/specs_paper_n100/b6538880-79bd-4d19-a828-453e3bf1e932.jpeg
e6313d51-3e1c-45d4-b76a-9c45e825a971,San Francisco,4.38,1,1.7131352241009785,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/e6313d51-3e1c-45d4-b76a-9c45e825a971.jpeg,data/01_raw/specs_paper_n100/e6313d51-3e1c-45d4-b76a-9c45e825a971.jpeg
fc66c0ca-66b1-4419-82c3-2ebb7aac9fd0,San Francisco,6.16,3,1.8001973020725397,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/fc66c0ca-66b1-4419-82c3-2ebb7aac9fd0.jpeg,data/01_raw/specs_paper_n100/fc66c0ca-66b1-4419-82c3-2ebb7aac9fd0.jpeg
25831145-3452-4f7a-bdd0-af5b0f3dd50f,Santiago,5.37,3,1.7682313926963504,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/25831145-3452-4f7a-bdd0-af5b0f3dd50f.jpeg,data/01_raw/specs_paper_n100/25831145-3452-4f7a-bdd0-af5b0f3dd50f.jpeg
280d39ac-d0fb-4769-b466-74f2bc3933de,Santiago,6.81,4,1.8267518023759841,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/280d39ac-d0fb-4769-b466-74f2bc3933de.jpeg,data/01_raw/specs_paper_n100/280d39ac-d0fb-4769-b466-74f2bc3933de.jpeg
2dca8d50-9443-413e-a00e-7a7abbe4e004,Santiago,7.05,4,2.1675511421953324,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/2dca8d50-9443-413e-a00e-7a7abbe4e004.jpeg,data/01_raw/specs_paper_n100/2dca8d50-9443-413e-a00e-7a7abbe4e004.jpeg
40fdc299-465c-436c-8333-04c228cbe59e,Santiago,8.22,4,1.8239991294709446,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/40fdc299-465c-436c-8333-04c228cbe59e.jpeg,data/01_raw/specs_paper_n100/40fdc299-465c-436c-8333-04c228cbe59e.jpeg
4ab76638-8609-4171-88d3-21d91c48a518,Santiago,3.21,1,1.943149778807192,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/4ab76638-8609-4171-88d3-21d91c48a518.jpeg,data/01_raw/specs_paper_n100/4ab76638-8609-4171-88d3-21d91c48a518.jpeg
5b0150be-8a08-4e0a-9b18-b29b4bd1e87d,Santiago,0.5,0,1.7734935340478066,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/5b0150be-8a08-4e0a-9b18-b29b4bd1e87d.jpeg,data/01_raw/specs_paper_n100/5b0150be-8a08-4e0a-9b18-b29b4bd1e87d.jpeg
6a180f36-d93a-40ee-ab61-7ba77c506f5c,Santiago,3.96,2,2.1065559623162415,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/6a180f36-d93a-40ee-ab61-7ba77c506f5c.jpeg,data/01_raw/specs_paper_n100/6a180f36-d93a-40ee-ab61-7ba77c506f5c.jpeg
71d7b87c-22b1-4dc9-8e98-e8b5a321ed9a,Santiago,4.88,3,1.9840622924657378,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/71d7b87c-22b1-4dc9-8e98-e8b5a321ed9a.jpeg,data/01_raw/specs_paper_n100/71d7b87c-22b1-4dc9-8e98-e8b5a321ed9a.jpeg
7a334813-1ec5-493f-9b5f-c559d7f837c3,Santiago,6.49,4,2.0993330871253577,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/7a334813-1ec5-493f-9b5f-c559d7f837c3.jpeg,data/01_raw/specs_paper_n100/7a334813-1ec5-493f-9b5f-c559d7f837c3.jpeg
7dd59105-1c55-43e8-92b6-f7afcc85540b,Santiago,4.44,2,1.9870081753226159,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/7dd59105-1c55-43e8-92b6-f7afcc85540b.jpeg,data/01_raw/specs_paper_n100/7dd59105-1c55-43e8-92b6-f7afcc85540b.jpeg
83bb9a7c-7107-475c-abf7-b4c98dba2674,Santiago,0.88,0,1.930005686191268,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/83bb9a7c-7107-475c-abf7-b4c98dba2674.jpeg,data/01_raw/specs_paper_n100/83bb9a7c-7107-475c-abf7-b4c98dba2674.jpeg
8f607dd9-bf04-4a35-8327-f3401d43be39,Santiago,2.36,1,1.7832276359583428,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/8f607dd9-bf04-4a35-8327-f3401d43be39.jpeg,data/01_raw/specs_paper_n100/8f607dd9-bf04-4a35-8327-f3401d43be39.jpeg
9896cfe3-96ec-45df-b5d1-bf5b2e69e48c,Santiago,2.77,1,1.8694808375617216,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/9896cfe3-96ec-45df-b5d1-bf5b2e69e48c.jpeg,data/01_raw/specs_paper_n100/9896cfe3-96ec-45df-b5d1-bf5b2e69e48c.jpeg
b2dc959b-a571-41b5-82ee-5977810c0692,Santiago,4.46,2,1.8182355631431895,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/b2dc959b-a571-41b5-82ee-5977810c0692.jpeg,data/01_raw/specs_paper_n100/b2dc959b-a571-41b5-82ee-5977810c0692.jpeg
d1593775-7d10-4002-82cd-69ae780f8e85,Santiago,1.49,0,1.869260478871432,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/d1593775-7d10-4002-82cd-69ae780f8e85.jpeg,data/01_raw/specs_paper_n100/d1593775-7d10-4002-82cd-69ae780f8e85.jpeg
df2b7000-a235-41f9-979a-8bf5aad6267d,Santiago,2.45,1,1.9187314806240774,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/df2b7000-a235-41f9-979a-8bf5aad6267d.jpeg,data/01_raw/specs_paper_n100/df2b7000-a235-41f9-979a-8bf5aad6267d.jpeg
df7549d9-e7c2-4ffc-81c6-c261ddeca014,Santiago,5.09,3,1.711769876516052,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/df7549d9-e7c2-4ffc-81c6-c261ddeca014.jpeg,data/01_raw/specs_paper_n100/df7549d9-e7c2-4ffc-81c6-c261ddeca014.jpeg
eba4da21-0dcc-4e1c-9b7e-8e0686f1b25f,Santiago,1.43,0,2.151417125252818,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/eba4da21-0dcc-4e1c-9b7e-8e0686f1b25f.jpeg,data/01_raw/specs_paper_n100/eba4da21-0dcc-4e1c-9b7e-8e0686f1b25f.jpeg
f06a1d61-02f9-4f38-b0de-0247864849a3,Santiago,4.45,2,1.7788785631141408,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/f06a1d61-02f9-4f38-b0de-0247864849a3.jpeg,data/01_raw/specs_paper_n100/f06a1d61-02f9-4f38-b0de-0247864849a3.jpeg
fb367af6-0df9-460e-a54c-e191a2cad6a5,Santiago,5.61,3,1.9962213794349135,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/fb367af6-0df9-460e-a54c-e191a2cad6a5.jpeg,data/01_raw/specs_paper_n100/fb367af6-0df9-460e-a54c-e191a2cad6a5.jpeg
0b8c6dad-e1d4-4192-b893-ccefe9e7e89c,Singapore,6.84,3,1.8444142201562328,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/0b8c6dad-e1d4-4192-b893-ccefe9e7e89c.jpeg,data/01_raw/specs_paper_n100/0b8c6dad-e1d4-4192-b893-ccefe9e7e89c.jpeg
1d7ee530-66bb-46be-a250-c05d592ff40a,Singapore,4.47,1,2.0959577832567717,1,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/1d7ee530-66bb-46be-a250-c05d592ff40a.jpeg,data/01_raw/specs_paper_n100/1d7ee530-66bb-46be-a250-c05d592ff40a.jpeg
2ac5aa58-1b31-42d5-8e98-cdbb59fb7a62,Singapore,2.69,0,1.7681027731080383,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/2ac5aa58-1b31-42d5-8e98-cdbb59fb7a62.jpeg,data/01_raw/specs_paper_n100/2ac5aa58-1b31-42d5-8e98-cdbb59fb7a62.jpeg
2df50d9d-3919-4e2c-9295-a933e9d073ab,Singapore,5.98,2,1.622192803927812,0,pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/2df50d9d-3919-4e2c-9295-a933e9d073ab.jpeg,data/01_raw/specs_paper_n100/2df50d9d-3919-4e2c-9295-a933e9d073ab.jpeg
