uuid,city,image_number,relabeled_name,source_dataset_path,raw_snapshot_relpath,local_image_path,visual_complexity,inference_safety,inference_lively,inference_wealthy,inference_beautiful,inference_boring,inference_depressing,qscore_safety,qscore_safety_num_comparisons,qscore_lively,qscore_lively_num_comparisons,qscore_wealthy,qscore_wealthy_num_comparisons,qscore_beautiful,qscore_beautiful_num_comparisons,qscore_boring,qscore_boring_num_comparisons,qscore_depressing,qscore_depressing_num_comparisons
03d5b128-ef60-477f-bfb0-697d04a0ec8d,San Francisco,264,Image_264,data/svi/San Francisco/03d5b128-ef60-477f-bfb0-697d04a0ec8d.jpeg,svi/San Francisco/03d5b128-ef60-477f-bfb0-697d04a0ec8d.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/03d5b128-ef60-477f-bfb0-697d04a0ec8d.jpeg,1.7285400713827557,6.53,7.4,3.36,3.92,1.87,1.66,4.236589702552701,25,4.147979797979799,20,5.143447984240823,20,4.439377563687909,26,4.9607466069431725,22,4.610966189055194,23
056f992a-ac1a-4fbc-9f9c-689c1a836cc2,San Francisco,308,Image_308,data/svi/San Francisco/056f992a-ac1a-4fbc-9f9c-689c1a836cc2.jpeg,svi/San Francisco/056f992a-ac1a-4fbc-9f9c-689c1a836cc2.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/056f992a-ac1a-4fbc-9f9c-689c1a836cc2.jpeg,1.9401548552794337,3.98,5.5,4.81,6.96,5.15,0.76,4.456977227557765,26,4.237121851666922,21,4.654077749847706,21,3.2132867444227893,14,4.028123749573025,25,4.483711775665799,29
059205d3-56fb-44a6-bda9-7747bc778399,San Francisco,289,Image_289,data/svi/San Francisco/059205d3-56fb-44a6-bda9-7747bc778399.jpeg,svi/San Francisco/059205d3-56fb-44a6-bda9-7747bc778399.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/059205d3-56fb-44a6-bda9-7747bc778399.jpeg,1.7243967573702492,5.29,7.89,6.84,9.11,3.9,3.83,4.200926325119874,25,5.577947919908705,17,5.110645865130636,23,5.475742916762259,35,4.4748835316235445,26,4.020022441442108,23
05e0b20d-ae78-4b2b-b425-f021d3497c72,Singapore,179,Image_179,data/svi/Singapore/05e0b20d-ae78-4b2b-b425-f021d3497c72.jpeg,svi/Singapore/05e0b20d-ae78-4b2b-b425-f021d3497c72.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/05e0b20d-ae78-4b2b-b425-f021d3497c72.jpeg,1.894719444192639,2.98,6.29,7.17,6.79,3.22,7.13,3.6171142793987627,24,2.902792474491461,28,4.3420733893799355,21,4.5741403091380315,38,4.872455596643577,25,5.369091831205425,30
05e38bcb-218d-41de-879a-c758eeeac337,San Francisco,258,Image_258,data/svi/San Francisco/05e38bcb-218d-41de-879a-c758eeeac337.jpeg,svi/San Francisco/05e38bcb-218d-41de-879a-c758eeeac337.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/05e38bcb-218d-41de-879a-c758eeeac337.jpeg,1.530065740810994,3.01,8.53,3.73,5.27,2.27,2.1,3.721729738971118,28,6.3381186845587,17,5.141715830142769,18,5.915595262286883,24,4.022335265356081,27,3.2635883595223554,25
0638ae91-2f69-4a1f-b4b2-70fac9027ef4,San Francisco,257,Image_257,data/svi/San Francisco/0638ae91-2f69-4a1f-b4b2-70fac9027ef4.jpeg,svi/San Francisco/0638ae91-2f69-4a1f-b4b2-70fac9027ef4.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/0638ae91-2f69-4a1f-b4b2-70fac9027ef4.jpeg,1.726234717090335,4.58,6.1,2.7,6.09,2.13,7.53,4.2226377455911495,33,5.202549472993585,17,5.243499692029103,26,4.47285625563178,22,2.916897344978304,25,3.610459210929403,36
066ec701-43b5-43fe-98c9-a5357b4658ef,Santiago,80,Image_80,data/svi/Santiago/066ec701-43b5-43fe-98c9-a5357b4658ef.jpeg,svi/Santiago/066ec701-43b5-43fe-98c9-a5357b4658ef.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/066ec701-43b5-43fe-98c9-a5357b4658ef.jpeg,1.9788138344950459,5.8,9.52,4.86,3.58,4.62,5.44,4.564081114805752,28,4.583296088905449,21,4.732965001512308,24,3.851494126768089,32,5.048773775034612,23,6.271292421228483,27
07040b76-c83b-45ec-85a4-9aeb083dcd21,Abuja,99,Image_99,data/svi/Abuja/07040b76-c83b-45ec-85a4-9aeb083dcd21.jpeg,svi/Abuja/07040b76-c83b-45ec-85a4-9aeb083dcd21.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/07040b76-c83b-45ec-85a4-9aeb083dcd21.jpeg,1.4119824929564166,5.29,7.88,4.5,2.42,2.52,7.37,4.41296661079996,28,3.8846884939534063,20,3.634132608013173,29,4.418683071314651,28,4.245558318746682,19,5.253841158503168,22
07472244-642d-4ca9-9bf5-617ef9e0b144,Santiago,75,Image_75,data/svi/Santiago/07472244-642d-4ca9-9bf5-617ef9e0b144.jpeg,svi/Santiago/07472244-642d-4ca9-9bf5-617ef9e0b144.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/07472244-642d-4ca9-9bf5-617ef9e0b144.jpeg,1.8672760657179501,6.92,9.16,3.43,7.79,2.23,5.91,4.837836724678829,33,4.685577030966204,33,2.7063021907849496,26,4.349239494400784,26,3.4166763992850946,23,4.399955026679165,24
074a82c6-a5c6-4b1b-9550-e8737a688907,Santiago,42,Image_42,data/svi/Santiago/074a82c6-a5c6-4b1b-9550-e8737a688907.jpeg,svi/Santiago/074a82c6-a5c6-4b1b-9550-e8737a688907.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/074a82c6-a5c6-4b1b-9550-e8737a688907.jpeg,2.0172377978638214,6.14,8.89,1.18,3.38,6.05,5.26,3.1972400202451134,19,4.695316456568536,25,3.9579893615150183,35,3.8667320424920244,29,4.9987947898603915,24,5.1059518581257715,14
09a14c05-a74d-4153-85ae-bd2e1c573518,Singapore,189,Image_189,data/svi/Singapore/09a14c05-a74d-4153-85ae-bd2e1c573518.jpeg,svi/Singapore/09a14c05-a74d-4153-85ae-bd2e1c573518.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/09a14c05-a74d-4153-85ae-bd2e1c573518.jpeg,1.8143982585904381,6.01,8.56,4.54,2.9,1.98,4.44,5.266590581843153,25,4.818422210310944,23,4.57815705889946,35,5.916415052288183,22,4.8701878731290495,17,5.438126023356203,18
09efd904-152a-4ead-8853-f663ccf0cbd6,San Francisco,250,Image_250,data/svi/San Francisco/09efd904-152a-4ead-8853-f663ccf0cbd6.jpeg,svi/San Francisco/09efd904-152a-4ead-8853-f663ccf0cbd6.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/09efd904-152a-4ead-8853-f663ccf0cbd6.jpeg,1.8134698147735717,3.66,7.03,7.38,6.12,2.62,5.74,4.216312911002772,31,5.558982301208146,20,5.188858505057348,31,5.603123256098085,22,2.6967305968602684,22,4.286032664121745,25
0a232f42-4b27-4c34-84b9-5212a4be9fac,Santiago,68,Image_68,data/svi/Santiago/0a232f42-4b27-4c34-84b9-5212a4be9fac.jpeg,svi/Santiago/0a232f42-4b27-4c34-84b9-5212a4be9fac.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/0a232f42-4b27-4c34-84b9-5212a4be9fac.jpeg,2.0336649236928754,4.73,8.14,2.8,3.16,5.36,4.29,4.37806244060293,27,5.808288736696933,27,4.616850127606645,25,4.0435867164467565,22,4.269020204413664,28,4.63551889769407,25
0a82c461-302e-45e9-afcb-5194bec3e123,Singapore,231,Image_231,data/svi/Singapore/0a82c461-302e-45e9-afcb-5194bec3e123.jpeg,svi/Singapore/0a82c461-302e-45e9-afcb-5194bec3e123.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/0a82c461-302e-45e9-afcb-5194bec3e123.jpeg,1.7596169778433581,7.4,7.22,6.25,4.06,4.1,5.28,4.710332434175352,22,6.141952005197533,34,6.45260210202739,15,6.345022291766847,19,3.7741466671006427,39,3.8627785075187147,30
0b11a661-94ea-4ca4-8104-940ab8179590,Singapore,208,Image_208,data/svi/Singapore/0b11a661-94ea-4ca4-8104-940ab8179590.jpeg,svi/Singapore/0b11a661-94ea-4ca4-8104-940ab8179590.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/0b11a661-94ea-4ca4-8104-940ab8179590.jpeg,1.9106005860451916,7.13,6.75,6.7,4.17,2.75,4.98,4.249546833786211,26,4.931134882294303,24,4.244727175761659,30,4.016377594808968,30,5.038627010849233,21,5.017939433838052,15
0b5d5cfd-a752-42e5-a70e-11f1dc3abba2,Abuja,159,Image_159,data/svi/Abuja/0b5d5cfd-a752-42e5-a70e-11f1dc3abba2.jpeg,svi/Abuja/0b5d5cfd-a752-42e5-a70e-11f1dc3abba2.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/0b5d5cfd-a752-42e5-a70e-11f1dc3abba2.jpeg,1.3698259359035028,6.11,5.39,5.27,4.63,4.24,5.43,4.196127946127946,25,4.1722391837812065,26,4.623803120679258,30,5.011731021917779,24,5.2488505434899535,22,4.940228547559375,19
0b7c90a9-a9a5-4e9c-b87b-e08702404ab0,San Francisco,312,Image_312,data/svi/San Francisco/0b7c90a9-a9a5-4e9c-b87b-e08702404ab0.jpeg,svi/San Francisco/0b7c90a9-a9a5-4e9c-b87b-e08702404ab0.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/0b7c90a9-a9a5-4e9c-b87b-e08702404ab0.jpeg,1.843697241176057,6.84,8.45,6.79,5.96,7.17,5.9,5.073161150020418,22,4.687740003985862,26,4.889775538862761,18,4.122354913221775,19,4.858515451269074,30,4.148293275090666,22
0b8c6dad-e1d4-4192-b893-ccefe9e7e89c,Singapore,202,Image_202,data/svi/Singapore/0b8c6dad-e1d4-4192-b893-ccefe9e7e89c.jpeg,svi/Singapore/0b8c6dad-e1d4-4192-b893-ccefe9e7e89c.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/0b8c6dad-e1d4-4192-b893-ccefe9e7e89c.jpeg,1.8444142201562328,6.84,6.44,6.51,5.59,1.6,2.95,5.43970699794336,19,5.728056662096265,32,4.538834637939497,12,4.940224053127279,22,4.184252571003645,17,3.7903959767107374,25
0c1cd25d-d858-4257-8e90-352a83a27f89,Singapore,162,Image_162,data/svi/Singapore/0c1cd25d-d858-4257-8e90-352a83a27f89.jpeg,svi/Singapore/0c1cd25d-d858-4257-8e90-352a83a27f89.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/0c1cd25d-d858-4257-8e90-352a83a27f89.jpeg,1.9782496169881658,3.0,6.75,3.39,1.66,1.68,5.45,5.555557471727958,30,4.076271249658347,21,4.918431247252421,27,4.122623661991479,20,6.267665787020626,27,5.439844131487917,27
0ee82372-34f5-4017-831a-50a93e4b7e69,Singapore,191,Image_191,data/svi/Singapore/0ee82372-34f5-4017-831a-50a93e4b7e69.jpeg,svi/Singapore/0ee82372-34f5-4017-831a-50a93e4b7e69.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/0ee82372-34f5-4017-831a-50a93e4b7e69.jpeg,2.146046205216211,1.97,8.41,1.97,7.97,2.9,5.94,5.306733058653974,30,4.39267918553646,24,5.731683319705098,28,5.091728919885614,30,4.295153273647898,18,3.207134962845193,26
0fa2dcde-878a-4913-8d7d-30dca8c1192a,San Francisco,242,Image_242,data/svi/San Francisco/0fa2dcde-878a-4913-8d7d-30dca8c1192a.jpeg,svi/San Francisco/0fa2dcde-878a-4913-8d7d-30dca8c1192a.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/0fa2dcde-878a-4913-8d7d-30dca8c1192a.jpeg,1.540914762754249,7.0,9.58,8.01,7.65,1.63,2.2,3.8251690387705715,27,6.160706734921537,26,4.796502150971298,20,6.036421275662762,24,4.851386968094952,27,4.403210304943714,21
10186507-898c-4e75-8535-f9881d4a6c6d,Santiago,40,Image_40,data/svi/Santiago/10186507-898c-4e75-8535-f9881d4a6c6d.jpeg,svi/Santiago/10186507-898c-4e75-8535-f9881d4a6c6d.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/10186507-898c-4e75-8535-f9881d4a6c6d.jpeg,2.128836760568112,5.65,9.14,6.28,7.33,2.88,3.12,4.200916502205595,23,2.3374036271569962,18,3.7129468862072086,21,4.0505359031403545,25,4.598937442441095,24,4.216300940438872,22
107dbbfe-5c13-4563-9f54-353237fe854f,San Francisco,268,Image_268,data/svi/San Francisco/107dbbfe-5c13-4563-9f54-353237fe854f.jpeg,svi/San Francisco/107dbbfe-5c13-4563-9f54-353237fe854f.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/107dbbfe-5c13-4563-9f54-353237fe854f.jpeg,1.8720361790446054,7.1,4.06,6.88,7.31,3.54,2.14,4.602225522386813,13,4.963271174515999,23,4.6956242287124645,34,4.748462030290376,37,4.80317349251041,26,4.375998650082197,23
10c756a2-6597-418d-b2c4-5cae7f5ba342,San Francisco,254,Image_254,data/svi/San Francisco/10c756a2-6597-418d-b2c4-5cae7f5ba342.jpeg,svi/San Francisco/10c756a2-6597-418d-b2c4-5cae7f5ba342.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/10c756a2-6597-418d-b2c4-5cae7f5ba342.jpeg,1.7923305950605974,3.12,8.85,6.94,8.14,1.74,2.72,4.073834505688597,22,6.008273679842308,21,5.135288065843621,22,5.496537543187871,22,4.127683887704013,29,3.570098631239936,23
1181154f-bdd5-47ab-ae11-dfd29582bcd4,San Francisco,280,Image_280,data/svi/San Francisco/1181154f-bdd5-47ab-ae11-dfd29582bcd4.jpeg,svi/San Francisco/1181154f-bdd5-47ab-ae11-dfd29582bcd4.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/1181154f-bdd5-47ab-ae11-dfd29582bcd4.jpeg,1.72256664357681,5.3,7.73,2.51,6.41,1.64,3.24,4.090468559218559,18,3.2935265480950346,24,4.7516667609215775,24,4.219372464492962,22,5.416164927156564,31,5.172467156007043,24
11afd5fb-986b-4919-97d6-e13795916ad7,Santiago,45,Image_45,data/svi/Santiago/11afd5fb-986b-4919-97d6-e13795916ad7.jpeg,svi/Santiago/11afd5fb-986b-4919-97d6-e13795916ad7.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/11afd5fb-986b-4919-97d6-e13795916ad7.jpeg,1.755077771385037,3.9,8.87,4.16,7.5,5.57,2.12,4.848894650876287,32,5.076188334926379,29,3.7366446464228726,22,5.3549736387949345,31,3.500444487286593,21,3.4618426236073296,21
133f28cb-56e3-48f5-861d-64036d31805c,Amsterdam,358,Image_358,data/svi/Amsterdam/133f28cb-56e3-48f5-861d-64036d31805c.jpeg,svi/Amsterdam/133f28cb-56e3-48f5-861d-64036d31805c.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/133f28cb-56e3-48f5-861d-64036d31805c.jpeg,2.0436830215099016,2.74,8.31,7.65,5.47,0.79,4.86,4.3862589443712965,17,6.044354426622668,24,6.141870772688641,26,5.241625095142116,29,2.8237434780552113,30,4.363735807553503,23
1545814e-bfa2-4e33-8324-64a70b848057,Singapore,188,Image_188,data/svi/Singapore/1545814e-bfa2-4e33-8324-64a70b848057.jpeg,svi/Singapore/1545814e-bfa2-4e33-8324-64a70b848057.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/1545814e-bfa2-4e33-8324-64a70b848057.jpeg,2.0867571031246768,0.58,7.48,1.49,3.7,3.8,7.11,3.043412536505103,21,3.3571475659441736,24,3.348768301622102,30,2.024692548084361,19,5.7393936578719185,26,6.26383578734148,21
16dbea0a-64ce-441b-a929-7dbb373d4063,Singapore,222,Image_222,data/svi/Singapore/16dbea0a-64ce-441b-a929-7dbb373d4063.jpeg,svi/Singapore/16dbea0a-64ce-441b-a929-7dbb373d4063.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Singapore/16dbea0a-64ce-441b-a929-7dbb373d4063.jpeg,1.7999505349850113,6.97,9.46,6.01,5.09,1.41,6.38,4.711704190870858,16,5.680999736703609,23,7.293702026480644,22,4.621643788310456,22,3.7572141703270807,29,4.637503594432943,35
172f4630-e3e4-49e5-af94-9fd19d99c210,Amsterdam,329,Image_329,data/svi/Amsterdam/172f4630-e3e4-49e5-af94-9fd19d99c210.jpeg,svi/Amsterdam/172f4630-e3e4-49e5-af94-9fd19d99c210.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/172f4630-e3e4-49e5-af94-9fd19d99c210.jpeg,2.0296883257382965,3.83,9.11,4.69,2.54,0.74,7.04,3.037944093790776,19,4.3954111489944525,19,5.363739427387849,27,4.677294685990338,23,3.7379858226091462,21,4.62698606083109,20
17b4512c-938d-4fdc-9287-852c0f424227,Santiago,7,Image_7,data/svi/Santiago/17b4512c-938d-4fdc-9287-852c0f424227.jpeg,svi/Santiago/17b4512c-938d-4fdc-9287-852c0f424227.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Santiago/17b4512c-938d-4fdc-9287-852c0f424227.jpeg,1.7415752390695634,7.22,8.07,6.0,6.61,3.68,3.9,4.4987794371614545,30,4.739065399628882,26,5.5886223813760045,21,3.7685604750580692,19,4.739805546199224,28,4.1392968734822,25
17d9caca-68ae-452a-8d98-115c996d2465,Amsterdam,365,Image_365,data/svi/Amsterdam/17d9caca-68ae-452a-8d98-115c996d2465.jpeg,svi/Amsterdam/17d9caca-68ae-452a-8d98-115c996d2465.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/17d9caca-68ae-452a-8d98-115c996d2465.jpeg,1.7404081327214618,7.72,8.01,8.26,9.11,0.86,3.87,6.219430294283392,25,7.054071308902227,22,6.9376330999887115,25,6.49892420883958,27,3.498066274815733,26,3.647245214327326,24
18c93cef-3484-4db8-8e11-8dbd4c03aa15,Amsterdam,375,Image_375,data/svi/Amsterdam/18c93cef-3484-4db8-8e11-8dbd4c03aa15.jpeg,svi/Amsterdam/18c93cef-3484-4db8-8e11-8dbd4c03aa15.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Amsterdam/18c93cef-3484-4db8-8e11-8dbd4c03aa15.jpeg,1.8167891865676868,8.06,9.51,9.46,7.15,1.78,1.33,4.7311254018242055,28,4.955020433902422,24,5.6832618353405335,32,5.692451375784709,25,4.1774018270161655,19,5.65173892346235,19
18e77d76-af89-4555-ab3a-113ce6f8e1bc,San Francisco,275,Image_275,data/svi/San Francisco/18e77d76-af89-4555-ab3a-113ce6f8e1bc.jpeg,svi/San Francisco/18e77d76-af89-4555-ab3a-113ce6f8e1bc.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/San Francisco/18e77d76-af89-4555-ab3a-113ce6f8e1bc.jpeg,1.9099934283490343,7.61,9.72,7.9,7.5,2.34,0.79,5.431929128511731,27,5.792768959435626,14,5.9526430348040185,18,6.357062883547559,28,3.6826485809655516,22,3.5815689797171277,27
19017ad2-7ecd-4934-a1b9-d2df38c880a5,Abuja,96,Image_96,data/svi/Abuja/19017ad2-7ecd-4934-a1b9-d2df38c880a5.jpeg,svi/Abuja/19017ad2-7ecd-4934-a1b9-d2df38c880a5.jpeg,/Users/admin/streetview-counterfactual/pretrain_human_perception_classifier_pp/data/raw/specs/svi/Abuja/19017ad2-7ecd-4934-a1b9-d2df38c880a5.jpeg,1.461445757587444,7.99,7.72,7.49,6.02,4.31,8.65,5.52566606531149,35,4.095676663799771,24,5.9480738826695365,24,4.9742224275673275,23,5.3453035125103865,27,4.954152257335487,30
